ds,timestamp,y_gt
2020-09-11 00:00:00,2020-09-11 00:00:00,22021
2020-09-11 00:30:00,2020-09-11 00:30:00,21524
2020-09-11 01:00:00,2020-09-11 01:00:00,21725
2020-09-11 01:30:00,2020-09-11 01:30:00,21675
2020-09-11 02:00:00,2020-09-11 02:00:00,22116
2020-09-11 02:30:00,2020-09-11 02:30:00,21965
2020-09-11 03:00:00,2020-09-11 03:00:00,21973
2020-09-11 03:30:00,2020-09-11 03:30:00,21955
2020-09-11 04:00:00,2020-09-11 04:00:00,22016
2020-09-11 04:30:00,2020-09-11 04:30:00,21869
2020-09-11 05:00:00,2020-09-11 05:00:00,21399
2020-09-11 05:30:00,2020-09-11 05:30:00,22390
2020-09-11 06:00:00,2020-09-11 06:00:00,24156
2020-09-11 06:30:00,2020-09-11 06:30:00,26026
2020-09-11 07:00:00,2020-09-11 07:00:00,27953
2020-09-11 07:30:00,2020-09-11 07:30:00,29271
2020-09-11 08:00:00,2020-09-11 08:00:00,30854
2020-09-11 08:30:00,2020-09-11 08:30:00,30956
2020-09-11 09:00:00,2020-09-11 09:00:00,31470
2020-09-11 09:30:00,2020-09-11 09:30:00,31256
2020-09-11 10:00:00,2020-09-11 10:00:00,30806
2020-09-11 10:30:00,2020-09-11 10:30:00,30194
2020-09-11 11:00:00,2020-09-11 11:00:00,30057
2020-09-11 11:30:00,2020-09-11 11:30:00,29880
2020-09-11 12:00:00,2020-09-11 12:00:00,30061
2020-09-11 12:30:00,2020-09-11 12:30:00,29750
2020-09-11 13:00:00,2020-09-11 13:00:00,29287
2020-09-11 13:30:00,2020-09-11 13:30:00,28650
2020-09-11 14:00:00,2020-09-11 14:00:00,27956
2020-09-11 14:30:00,2020-09-11 14:30:00,27778
2020-09-11 15:00:00,2020-09-11 15:00:00,28083
2020-09-11 15:30:00,2020-09-11 15:30:00,28610
2020-09-11 16:00:00,2020-09-11 16:00:00,28976
2020-09-11 16:30:00,2020-09-11 16:30:00,29948
2020-09-11 17:00:00,2020-09-11 17:00:00,31084
2020-09-11 17:30:00,2020-09-11 17:30:00,31741
2020-09-11 18:00:00,2020-09-11 18:00:00,31732
2020-09-11 18:30:00,2020-09-11 18:30:00,31980
2020-09-11 19:00:00,2020-09-11 19:00:00,31761
2020-09-11 19:30:00,2020-09-11 19:30:00,32010
2020-09-11 20:00:00,2020-09-11 20:00:00,31436
2020-09-11 20:30:00,2020-09-11 20:30:00,30204
2020-09-11 21:00:00,2020-09-11 21:00:00,30186
2020-09-11 21:30:00,2020-09-11 21:30:00,28910
2020-09-11 22:00:00,2020-09-11 22:00:00,27784
2020-09-11 22:30:00,2020-09-11 22:30:00,26291
2020-09-11 23:00:00,2020-09-11 23:00:00,24581
2020-09-11 23:30:00,2020-09-11 23:30:00,23018
