ds,timestamp,y_gt
2020-10-10 00:00:00,2020-10-10 00:00:00,23271
2020-10-10 00:30:00,2020-10-10 00:30:00,22783
2020-10-10 01:00:00,2020-10-10 01:00:00,22736
2020-10-10 01:30:00,2020-10-10 01:30:00,22872
2020-10-10 02:00:00,2020-10-10 02:00:00,22602
2020-10-10 02:30:00,2020-10-10 02:30:00,22319
2020-10-10 03:00:00,2020-10-10 03:00:00,21790
2020-10-10 03:30:00,2020-10-10 03:30:00,21706
2020-10-10 04:00:00,2020-10-10 04:00:00,22241
2020-10-10 04:30:00,2020-10-10 04:30:00,22282
2020-10-10 05:00:00,2020-10-10 05:00:00,22472
2020-10-10 05:30:00,2020-10-10 05:30:00,22748
2020-10-10 06:00:00,2020-10-10 06:00:00,23323
2020-10-10 06:30:00,2020-10-10 06:30:00,23763
2020-10-10 07:00:00,2020-10-10 07:00:00,25075
2020-10-10 07:30:00,2020-10-10 07:30:00,26080
2020-10-10 08:00:00,2020-10-10 08:00:00,27541
2020-10-10 08:30:00,2020-10-10 08:30:00,28138
2020-10-10 09:00:00,2020-10-10 09:00:00,28441
2020-10-10 09:30:00,2020-10-10 09:30:00,28546
2020-10-10 10:00:00,2020-10-10 10:00:00,28904
2020-10-10 10:30:00,2020-10-10 10:30:00,28665
2020-10-10 11:00:00,2020-10-10 11:00:00,28359
2020-10-10 11:30:00,2020-10-10 11:30:00,28017
2020-10-10 12:00:00,2020-10-10 12:00:00,28287
2020-10-10 12:30:00,2020-10-10 12:30:00,28436
2020-10-10 13:00:00,2020-10-10 13:00:00,28064
2020-10-10 13:30:00,2020-10-10 13:30:00,27944
2020-10-10 14:00:00,2020-10-10 14:00:00,27935
2020-10-10 14:30:00,2020-10-10 14:30:00,27657
2020-10-10 15:00:00,2020-10-10 15:00:00,28058
2020-10-10 15:30:00,2020-10-10 15:30:00,28400
2020-10-10 16:00:00,2020-10-10 16:00:00,29473
2020-10-10 16:30:00,2020-10-10 16:30:00,30629
2020-10-10 17:00:00,2020-10-10 17:00:00,32322
2020-10-10 17:30:00,2020-10-10 17:30:00,33650
2020-10-10 18:00:00,2020-10-10 18:00:00,34243
2020-10-10 18:30:00,2020-10-10 18:30:00,34900
2020-10-10 19:00:00,2020-10-10 19:00:00,34636
2020-10-10 19:30:00,2020-10-10 19:30:00,33608
2020-10-10 20:00:00,2020-10-10 20:00:00,32464
2020-10-10 20:30:00,2020-10-10 20:30:00,31418
2020-10-10 21:00:00,2020-10-10 21:00:00,30289
2020-10-10 21:30:00,2020-10-10 21:30:00,29032
2020-10-10 22:00:00,2020-10-10 22:00:00,27427
2020-10-10 22:30:00,2020-10-10 22:30:00,25921
2020-10-10 23:00:00,2020-10-10 23:00:00,24556
2020-10-10 23:30:00,2020-10-10 23:30:00,23233
