ds,timestamp,y_gt
2020-11-24 00:00:00,2020-11-24 00:00:00,25197
2020-11-24 00:30:00,2020-11-24 00:30:00,25437
2020-11-24 01:00:00,2020-11-24 01:00:00,25172
2020-11-24 01:30:00,2020-11-24 01:30:00,24855
2020-11-24 02:00:00,2020-11-24 02:00:00,24205
2020-11-24 02:30:00,2020-11-24 02:30:00,23960
2020-11-24 03:00:00,2020-11-24 03:00:00,23570
2020-11-24 03:30:00,2020-11-24 03:30:00,23318
2020-11-24 04:00:00,2020-11-24 04:00:00,23236
2020-11-24 04:30:00,2020-11-24 04:30:00,23421
2020-11-24 05:00:00,2020-11-24 05:00:00,23882
2020-11-24 05:30:00,2020-11-24 05:30:00,24619
2020-11-24 06:00:00,2020-11-24 06:00:00,26750
2020-11-24 06:30:00,2020-11-24 06:30:00,29311
2020-11-24 07:00:00,2020-11-24 07:00:00,32129
2020-11-24 07:30:00,2020-11-24 07:30:00,33798
2020-11-24 08:00:00,2020-11-24 08:00:00,34731
2020-11-24 08:30:00,2020-11-24 08:30:00,35061
2020-11-24 09:00:00,2020-11-24 09:00:00,35298
2020-11-24 09:30:00,2020-11-24 09:30:00,35195
2020-11-24 10:00:00,2020-11-24 10:00:00,35205
2020-11-24 10:30:00,2020-11-24 10:30:00,34936
2020-11-24 11:00:00,2020-11-24 11:00:00,34453
2020-11-24 11:30:00,2020-11-24 11:30:00,33123
2020-11-24 12:00:00,2020-11-24 12:00:00,34371
2020-11-24 12:30:00,2020-11-24 12:30:00,34411
2020-11-24 13:00:00,2020-11-24 13:00:00,34016
2020-11-24 13:30:00,2020-11-24 13:30:00,33916
2020-11-24 14:00:00,2020-11-24 14:00:00,33624
2020-11-24 14:30:00,2020-11-24 14:30:00,34333
2020-11-24 15:00:00,2020-11-24 15:00:00,35208
2020-11-24 15:30:00,2020-11-24 15:30:00,36590
2020-11-24 16:00:00,2020-11-24 16:00:00,38950
2020-11-24 16:30:00,2020-11-24 16:30:00,40956
2020-11-24 17:00:00,2020-11-24 17:00:00,42191
2020-11-24 17:30:00,2020-11-24 17:30:00,42037
2020-11-24 18:00:00,2020-11-24 18:00:00,41235
2020-11-24 18:30:00,2020-11-24 18:30:00,40193
2020-11-24 19:00:00,2020-11-24 19:00:00,38803
2020-11-24 19:30:00,2020-11-24 19:30:00,37350
2020-11-24 20:00:00,2020-11-24 20:00:00,35923
2020-11-24 20:30:00,2020-11-24 20:30:00,34237
2020-11-24 21:00:00,2020-11-24 21:00:00,32737
2020-11-24 21:30:00,2020-11-24 21:30:00,30963
2020-11-24 22:00:00,2020-11-24 22:00:00,29192
2020-11-24 22:30:00,2020-11-24 22:30:00,28087
2020-11-24 23:00:00,2020-11-24 23:00:00,26705
2020-11-24 23:30:00,2020-11-24 23:30:00,25331
