ds,timestamp,y_gt
2020-09-25 00:00:00,2020-09-25 00:00:00,21874
2020-09-25 00:30:00,2020-09-25 00:30:00,21359
2020-09-25 01:00:00,2020-09-25 01:00:00,21150
2020-09-25 01:30:00,2020-09-25 01:30:00,20783
2020-09-25 02:00:00,2020-09-25 02:00:00,20888
2020-09-25 02:30:00,2020-09-25 02:30:00,20721
2020-09-25 03:00:00,2020-09-25 03:00:00,20689
2020-09-25 03:30:00,2020-09-25 03:30:00,20781
2020-09-25 04:00:00,2020-09-25 04:00:00,20924
2020-09-25 04:30:00,2020-09-25 04:30:00,20971
2020-09-25 05:00:00,2020-09-25 05:00:00,20316
2020-09-25 05:30:00,2020-09-25 05:30:00,20738
2020-09-25 06:00:00,2020-09-25 06:00:00,22935
2020-09-25 06:30:00,2020-09-25 06:30:00,24764
2020-09-25 07:00:00,2020-09-25 07:00:00,27605
2020-09-25 07:30:00,2020-09-25 07:30:00,29306
2020-09-25 08:00:00,2020-09-25 08:00:00,30255
2020-09-25 08:30:00,2020-09-25 08:30:00,30251
2020-09-25 09:00:00,2020-09-25 09:00:00,30035
2020-09-25 09:30:00,2020-09-25 09:30:00,29281
2020-09-25 10:00:00,2020-09-25 10:00:00,28270
2020-09-25 10:30:00,2020-09-25 10:30:00,27796
2020-09-25 11:00:00,2020-09-25 11:00:00,27510
2020-09-25 11:30:00,2020-09-25 11:30:00,27384
2020-09-25 12:00:00,2020-09-25 12:00:00,27619
2020-09-25 12:30:00,2020-09-25 12:30:00,27367
2020-09-25 13:00:00,2020-09-25 13:00:00,26766
2020-09-25 13:30:00,2020-09-25 13:30:00,26265
2020-09-25 14:00:00,2020-09-25 14:00:00,25932
2020-09-25 14:30:00,2020-09-25 14:30:00,25694
2020-09-25 15:00:00,2020-09-25 15:00:00,25677
2020-09-25 15:30:00,2020-09-25 15:30:00,26269
2020-09-25 16:00:00,2020-09-25 16:00:00,26892
2020-09-25 16:30:00,2020-09-25 16:30:00,28240
2020-09-25 17:00:00,2020-09-25 17:00:00,29649
2020-09-25 17:30:00,2020-09-25 17:30:00,30529
2020-09-25 18:00:00,2020-09-25 18:00:00,31063
2020-09-25 18:30:00,2020-09-25 18:30:00,31673
2020-09-25 19:00:00,2020-09-25 19:00:00,32487
2020-09-25 19:30:00,2020-09-25 19:30:00,32347
2020-09-25 20:00:00,2020-09-25 20:00:00,31210
2020-09-25 20:30:00,2020-09-25 20:30:00,30221
2020-09-25 21:00:00,2020-09-25 21:00:00,29198
2020-09-25 21:30:00,2020-09-25 21:30:00,27516
2020-09-25 22:00:00,2020-09-25 22:00:00,26278
2020-09-25 22:30:00,2020-09-25 22:30:00,25048
2020-09-25 23:00:00,2020-09-25 23:00:00,23569
2020-09-25 23:30:00,2020-09-25 23:30:00,22411
