ds,timestamp,y_gt
2020-10-04 00:00:00,2020-10-04 00:00:00,22429
2020-10-04 00:30:00,2020-10-04 00:30:00,22177
2020-10-04 01:00:00,2020-10-04 01:00:00,21855
2020-10-04 01:30:00,2020-10-04 01:30:00,21980
2020-10-04 02:00:00,2020-10-04 02:00:00,21647
2020-10-04 02:30:00,2020-10-04 02:30:00,21361
2020-10-04 03:00:00,2020-10-04 03:00:00,21173
2020-10-04 03:30:00,2020-10-04 03:30:00,20708
2020-10-04 04:00:00,2020-10-04 04:00:00,20583
2020-10-04 04:30:00,2020-10-04 04:30:00,20552
2020-10-04 05:00:00,2020-10-04 05:00:00,20543
2020-10-04 05:30:00,2020-10-04 05:30:00,20624
2020-10-04 06:00:00,2020-10-04 06:00:00,21394
2020-10-04 06:30:00,2020-10-04 06:30:00,21936
2020-10-04 07:00:00,2020-10-04 07:00:00,22583
2020-10-04 07:30:00,2020-10-04 07:30:00,23801
2020-10-04 08:00:00,2020-10-04 08:00:00,24702
2020-10-04 08:30:00,2020-10-04 08:30:00,26102
2020-10-04 09:00:00,2020-10-04 09:00:00,28002
2020-10-04 09:30:00,2020-10-04 09:30:00,28972
2020-10-04 10:00:00,2020-10-04 10:00:00,29801
2020-10-04 10:30:00,2020-10-04 10:30:00,30156
2020-10-04 11:00:00,2020-10-04 11:00:00,30570
2020-10-04 11:30:00,2020-10-04 11:30:00,30974
2020-10-04 12:00:00,2020-10-04 12:00:00,31406
2020-10-04 12:30:00,2020-10-04 12:30:00,31357
2020-10-04 13:00:00,2020-10-04 13:00:00,31014
2020-10-04 13:30:00,2020-10-04 13:30:00,30856
2020-10-04 14:00:00,2020-10-04 14:00:00,30962
2020-10-04 14:30:00,2020-10-04 14:30:00,30900
2020-10-04 15:00:00,2020-10-04 15:00:00,31124
2020-10-04 15:30:00,2020-10-04 15:30:00,31476
2020-10-04 16:00:00,2020-10-04 16:00:00,32513
2020-10-04 16:30:00,2020-10-04 16:30:00,33569
2020-10-04 17:00:00,2020-10-04 17:00:00,34496
2020-10-04 17:30:00,2020-10-04 17:30:00,34916
2020-10-04 18:00:00,2020-10-04 18:00:00,35033
2020-10-04 18:30:00,2020-10-04 18:30:00,35257
2020-10-04 19:00:00,2020-10-04 19:00:00,35285
2020-10-04 19:30:00,2020-10-04 19:30:00,34139
2020-10-04 20:00:00,2020-10-04 20:00:00,32849
2020-10-04 20:30:00,2020-10-04 20:30:00,31483
2020-10-04 21:00:00,2020-10-04 21:00:00,30410
2020-10-04 21:30:00,2020-10-04 21:30:00,28785
2020-10-04 22:00:00,2020-10-04 22:00:00,27369
2020-10-04 22:30:00,2020-10-04 22:30:00,25869
2020-10-04 23:00:00,2020-10-04 23:00:00,24435
2020-10-04 23:30:00,2020-10-04 23:30:00,23096
