ds,timestamp,y_gt
2020-10-25 00:00:00,2020-10-25 00:00:00,22876
2020-10-25 00:30:00,2020-10-25 00:30:00,22284
2020-10-25 01:00:00,2020-10-25 01:00:00,22570
2020-10-25 01:30:00,2020-10-25 01:30:00,22642
2020-10-25 02:00:00,2020-10-25 02:00:00,21984
2020-10-25 02:30:00,2020-10-25 02:30:00,21275
2020-10-25 03:00:00,2020-10-25 03:00:00,21956
2020-10-25 03:30:00,2020-10-25 03:30:00,21662
2020-10-25 04:00:00,2020-10-25 04:00:00,21642
2020-10-25 04:30:00,2020-10-25 04:30:00,21450
2020-10-25 05:00:00,2020-10-25 05:00:00,21539
2020-10-25 05:30:00,2020-10-25 05:30:00,21511
2020-10-25 06:00:00,2020-10-25 06:00:00,21836
2020-10-25 06:30:00,2020-10-25 06:30:00,22327
2020-10-25 07:00:00,2020-10-25 07:00:00,22987
2020-10-25 07:30:00,2020-10-25 07:30:00,23435
2020-10-25 08:00:00,2020-10-25 08:00:00,24035
2020-10-25 08:30:00,2020-10-25 08:30:00,24564
2020-10-25 09:00:00,2020-10-25 09:00:00,25486
2020-10-25 09:30:00,2020-10-25 09:30:00,26635
2020-10-25 10:00:00,2020-10-25 10:00:00,26681
2020-10-25 10:30:00,2020-10-25 10:30:00,26654
2020-10-25 11:00:00,2020-10-25 11:00:00,26751
2020-10-25 11:30:00,2020-10-25 11:30:00,26542
2020-10-25 12:00:00,2020-10-25 12:00:00,26647
2020-10-25 12:30:00,2020-10-25 12:30:00,26961
2020-10-25 13:00:00,2020-10-25 13:00:00,27381
2020-10-25 13:30:00,2020-10-25 13:30:00,27392
2020-10-25 14:00:00,2020-10-25 14:00:00,27541
2020-10-25 14:30:00,2020-10-25 14:30:00,27460
2020-10-25 15:00:00,2020-10-25 15:00:00,28074
2020-10-25 15:30:00,2020-10-25 15:30:00,28534
2020-10-25 16:00:00,2020-10-25 16:00:00,29504
2020-10-25 16:30:00,2020-10-25 16:30:00,30970
2020-10-25 17:00:00,2020-10-25 17:00:00,32536
2020-10-25 17:30:00,2020-10-25 17:30:00,34395
2020-10-25 18:00:00,2020-10-25 18:00:00,36680
2020-10-25 18:30:00,2020-10-25 18:30:00,37108
2020-10-25 19:00:00,2020-10-25 19:00:00,36169
2020-10-25 19:30:00,2020-10-25 19:30:00,35153
2020-10-25 20:00:00,2020-10-25 20:00:00,33770
2020-10-25 20:30:00,2020-10-25 20:30:00,32351
2020-10-25 21:00:00,2020-10-25 21:00:00,31453
2020-10-25 21:30:00,2020-10-25 21:30:00,29926
2020-10-25 22:00:00,2020-10-25 22:00:00,28508
2020-10-25 22:30:00,2020-10-25 22:30:00,27237
2020-10-25 23:00:00,2020-10-25 23:00:00,25812
2020-10-25 23:30:00,2020-10-25 23:30:00,24604
2020-10-26 00:00:00,2020-10-26 00:00:00,23803
2020-10-26 00:30:00,2020-10-26 00:30:00,23059
