ds,timestamp,y_gt
2020-08-15 00:00:00,2020-08-15 00:00:00,22457
2020-08-15 00:30:00,2020-08-15 00:30:00,21657
2020-08-15 01:00:00,2020-08-15 01:00:00,21077
2020-08-15 01:30:00,2020-08-15 01:30:00,20648
2020-08-15 02:00:00,2020-08-15 02:00:00,20578
2020-08-15 02:30:00,2020-08-15 02:30:00,20550
2020-08-15 03:00:00,2020-08-15 03:00:00,20701
2020-08-15 03:30:00,2020-08-15 03:30:00,20590
2020-08-15 04:00:00,2020-08-15 04:00:00,20587
2020-08-15 04:30:00,2020-08-15 04:30:00,20625
2020-08-15 05:00:00,2020-08-15 05:00:00,20854
2020-08-15 05:30:00,2020-08-15 05:30:00,20764
2020-08-15 06:00:00,2020-08-15 06:00:00,21182
2020-08-15 06:30:00,2020-08-15 06:30:00,21825
2020-08-15 07:00:00,2020-08-15 07:00:00,22544
2020-08-15 07:30:00,2020-08-15 07:30:00,23526
2020-08-15 08:00:00,2020-08-15 08:00:00,25269
2020-08-15 08:30:00,2020-08-15 08:30:00,26471
2020-08-15 09:00:00,2020-08-15 09:00:00,27173
2020-08-15 09:30:00,2020-08-15 09:30:00,27613
2020-08-15 10:00:00,2020-08-15 10:00:00,27852
2020-08-15 10:30:00,2020-08-15 10:30:00,27866
2020-08-15 11:00:00,2020-08-15 11:00:00,27695
2020-08-15 11:30:00,2020-08-15 11:30:00,27837
2020-08-15 12:00:00,2020-08-15 12:00:00,27872
2020-08-15 12:30:00,2020-08-15 12:30:00,27586
2020-08-15 13:00:00,2020-08-15 13:00:00,27234
2020-08-15 13:30:00,2020-08-15 13:30:00,27027
2020-08-15 14:00:00,2020-08-15 14:00:00,26646
2020-08-15 14:30:00,2020-08-15 14:30:00,26556
2020-08-15 15:00:00,2020-08-15 15:00:00,26640
2020-08-15 15:30:00,2020-08-15 15:30:00,26581
2020-08-15 16:00:00,2020-08-15 16:00:00,27047
2020-08-15 16:30:00,2020-08-15 16:30:00,27560
2020-08-15 17:00:00,2020-08-15 17:00:00,28784
2020-08-15 17:30:00,2020-08-15 17:30:00,29128
2020-08-15 18:00:00,2020-08-15 18:00:00,29161
2020-08-15 18:30:00,2020-08-15 18:30:00,28914
2020-08-15 19:00:00,2020-08-15 19:00:00,28856
2020-08-15 19:30:00,2020-08-15 19:30:00,28582
2020-08-15 20:00:00,2020-08-15 20:00:00,28058
2020-08-15 20:30:00,2020-08-15 20:30:00,28081
2020-08-15 21:00:00,2020-08-15 21:00:00,27704
2020-08-15 21:30:00,2020-08-15 21:30:00,26847
2020-08-15 22:00:00,2020-08-15 22:00:00,25966
2020-08-15 22:30:00,2020-08-15 22:30:00,24796
2020-08-15 23:00:00,2020-08-15 23:00:00,23553
2020-08-15 23:30:00,2020-08-15 23:30:00,22619
