ds,timestamp,y_gt
2020-10-15 00:00:00,2020-10-15 00:00:00,24608
2020-10-15 00:30:00,2020-10-15 00:30:00,24356
2020-10-15 01:00:00,2020-10-15 01:00:00,24202
2020-10-15 01:30:00,2020-10-15 01:30:00,24464
2020-10-15 02:00:00,2020-10-15 02:00:00,24352
2020-10-15 02:30:00,2020-10-15 02:30:00,24379
2020-10-15 03:00:00,2020-10-15 03:00:00,24108
2020-10-15 03:30:00,2020-10-15 03:30:00,23989
2020-10-15 04:00:00,2020-10-15 04:00:00,23984
2020-10-15 04:30:00,2020-10-15 04:30:00,24350
2020-10-15 05:00:00,2020-10-15 05:00:00,24378
2020-10-15 05:30:00,2020-10-15 05:30:00,25221
2020-10-15 06:00:00,2020-10-15 06:00:00,27314
2020-10-15 06:30:00,2020-10-15 06:30:00,30230
2020-10-15 07:00:00,2020-10-15 07:00:00,34232
2020-10-15 07:30:00,2020-10-15 07:30:00,36118
2020-10-15 08:00:00,2020-10-15 08:00:00,36764
2020-10-15 08:30:00,2020-10-15 08:30:00,36538
2020-10-15 09:00:00,2020-10-15 09:00:00,36452
2020-10-15 09:30:00,2020-10-15 09:30:00,36003
2020-10-15 10:00:00,2020-10-15 10:00:00,35157
2020-10-15 10:30:00,2020-10-15 10:30:00,34552
2020-10-15 11:00:00,2020-10-15 11:00:00,34340
2020-10-15 11:30:00,2020-10-15 11:30:00,33908
2020-10-15 12:00:00,2020-10-15 12:00:00,34233
2020-10-15 12:30:00,2020-10-15 12:30:00,34201
2020-10-15 13:00:00,2020-10-15 13:00:00,34427
2020-10-15 13:30:00,2020-10-15 13:30:00,34052
2020-10-15 14:00:00,2020-10-15 14:00:00,33907
2020-10-15 14:30:00,2020-10-15 14:30:00,34092
2020-10-15 15:00:00,2020-10-15 15:00:00,34100
2020-10-15 15:30:00,2020-10-15 15:30:00,34948
2020-10-15 16:00:00,2020-10-15 16:00:00,36146
2020-10-15 16:30:00,2020-10-15 16:30:00,37596
2020-10-15 17:00:00,2020-10-15 17:00:00,39006
2020-10-15 17:30:00,2020-10-15 17:30:00,39752
2020-10-15 18:00:00,2020-10-15 18:00:00,40105
2020-10-15 18:30:00,2020-10-15 18:30:00,40786
2020-10-15 19:00:00,2020-10-15 19:00:00,40221
2020-10-15 19:30:00,2020-10-15 19:30:00,39407
2020-10-15 20:00:00,2020-10-15 20:00:00,38225
2020-10-15 20:30:00,2020-10-15 20:30:00,36746
2020-10-15 21:00:00,2020-10-15 21:00:00,34788
2020-10-15 21:30:00,2020-10-15 21:30:00,33119
2020-10-15 22:00:00,2020-10-15 22:00:00,30991
2020-10-15 22:30:00,2020-10-15 22:30:00,28927
2020-10-15 23:00:00,2020-10-15 23:00:00,27881
2020-10-15 23:30:00,2020-10-15 23:30:00,26402
