ds,timestamp,y_gt
2020-08-24 00:00:00,2020-08-24 00:00:00,21118
2020-08-24 00:30:00,2020-08-24 00:30:00,20992
2020-08-24 01:00:00,2020-08-24 01:00:00,21135
2020-08-24 01:30:00,2020-08-24 01:30:00,21015
2020-08-24 02:00:00,2020-08-24 02:00:00,21205
2020-08-24 02:30:00,2020-08-24 02:30:00,20860
2020-08-24 03:00:00,2020-08-24 03:00:00,20378
2020-08-24 03:30:00,2020-08-24 03:30:00,20191
2020-08-24 04:00:00,2020-08-24 04:00:00,19994
2020-08-24 04:30:00,2020-08-24 04:30:00,19963
2020-08-24 05:00:00,2020-08-24 05:00:00,20216
2020-08-24 05:30:00,2020-08-24 05:30:00,21045
2020-08-24 06:00:00,2020-08-24 06:00:00,23104
2020-08-24 06:30:00,2020-08-24 06:30:00,24740
2020-08-24 07:00:00,2020-08-24 07:00:00,25991
2020-08-24 07:30:00,2020-08-24 07:30:00,27192
2020-08-24 08:00:00,2020-08-24 08:00:00,28628
2020-08-24 08:30:00,2020-08-24 08:30:00,29424
2020-08-24 09:00:00,2020-08-24 09:00:00,29764
2020-08-24 09:30:00,2020-08-24 09:30:00,29636
2020-08-24 10:00:00,2020-08-24 10:00:00,29161
2020-08-24 10:30:00,2020-08-24 10:30:00,28858
2020-08-24 11:00:00,2020-08-24 11:00:00,28892
2020-08-24 11:30:00,2020-08-24 11:30:00,28849
2020-08-24 12:00:00,2020-08-24 12:00:00,29056
2020-08-24 12:30:00,2020-08-24 12:30:00,28986
2020-08-24 13:00:00,2020-08-24 13:00:00,28727
2020-08-24 13:30:00,2020-08-24 13:30:00,28381
2020-08-24 14:00:00,2020-08-24 14:00:00,28383
2020-08-24 14:30:00,2020-08-24 14:30:00,28320
2020-08-24 15:00:00,2020-08-24 15:00:00,28337
2020-08-24 15:30:00,2020-08-24 15:30:00,28717
2020-08-24 16:00:00,2020-08-24 16:00:00,29460
2020-08-24 16:30:00,2020-08-24 16:30:00,30360
2020-08-24 17:00:00,2020-08-24 17:00:00,31448
2020-08-24 17:30:00,2020-08-24 17:30:00,32007
2020-08-24 18:00:00,2020-08-24 18:00:00,32436
2020-08-24 18:30:00,2020-08-24 18:30:00,32303
2020-08-24 19:00:00,2020-08-24 19:00:00,32010
2020-08-24 19:30:00,2020-08-24 19:30:00,31633
2020-08-24 20:00:00,2020-08-24 20:00:00,31387
2020-08-24 20:30:00,2020-08-24 20:30:00,31231
2020-08-24 21:00:00,2020-08-24 21:00:00,30342
2020-08-24 21:30:00,2020-08-24 21:30:00,29028
2020-08-24 22:00:00,2020-08-24 22:00:00,27344
2020-08-24 22:30:00,2020-08-24 22:30:00,25793
2020-08-24 23:00:00,2020-08-24 23:00:00,24007
2020-08-24 23:30:00,2020-08-24 23:30:00,22596
