ds,timestamp,CCGT,OIL,COAL,NUCLEAR,WIND,PS,NPSHYD,OCGT,OTHER,INTFR,INTIRL,INTNED,INTEW,BIOMASS,INTEM,y
2020-10-31 00:00:00,2020-10-31 00:00:00,5146,0,0,6297,6565,86,487,0,130,1366,238,690,504,1446,688,23643
2020-10-31 00:30:00,2020-10-31 00:30:00,4684,0,0,6282,6991,8,512,0,130,1366,238,690,504,1425,688,23518
2020-10-31 01:00:00,2020-10-31 01:00:00,3989,0,0,6283,7595,0,474,1,144,1368,236,536,504,1407,568,23105
2020-10-31 01:30:00,2020-10-31 01:30:00,3339,0,0,6281,7981,0,452,1,128,1296,236,534,504,1258,564,22574
2020-10-31 02:00:00,2020-10-31 02:00:00,3686,0,0,6281,7966,0,440,1,129,136,236,626,504,1368,298,21671
2020-10-31 02:30:00,2020-10-31 02:30:00,3238,0,0,6286,8265,0,437,1,146,58,170,628,504,1293,296,21322
2020-10-31 03:00:00,2020-10-31 03:00:00,3792,0,0,6281,8807,0,425,1,128,0,80,258,504,1358,4,21638
2020-10-31 03:30:00,2020-10-31 03:30:00,3407,0,0,6285,8482,0,430,1,129,0,82,240,504,1376,0,20936
2020-10-31 04:00:00,2020-10-31 04:00:00,3512,0,0,6280,8638,0,463,1,145,0,82,0,504,1398,0,21023
2020-10-31 04:30:00,2020-10-31 04:30:00,3455,0,0,6278,8650,0,468,1,127,0,82,0,504,1409,0,20974
2020-10-31 05:00:00,2020-10-31 05:00:00,3844,0,0,6273,8793,0,494,0,169,0,82,0,504,1410,0,21569
2020-10-31 05:30:00,2020-10-31 05:30:00,4109,0,0,6275,9061,0,512,0,152,0,82,0,504,1413,0,22108
2020-10-31 06:00:00,2020-10-31 06:00:00,4801,0,0,6271,9403,0,514,0,136,0,82,0,504,1406,0,23117
2020-10-31 06:30:00,2020-10-31 06:30:00,5347,0,0,6271,9474,0,515,0,137,0,82,0,504,1407,0,23737
2020-10-31 07:00:00,2020-10-31 07:00:00,4894,0,0,6269,10248,0,548,0,137,0,82,0,504,1606,0,24288
2020-10-31 07:30:00,2020-10-31 07:30:00,5130,0,0,6267,10334,0,636,0,149,0,82,0,504,1699,0,24801
2020-10-31 08:00:00,2020-10-31 08:00:00,5364,0,0,6210,10279,0,559,0,135,992,82,0,504,1707,0,25832
2020-10-31 08:30:00,2020-10-31 08:30:00,5368,0,0,6034,10246,0,564,0,143,1208,82,0,504,1855,0,26004
2020-10-31 09:00:00,2020-10-31 09:00:00,5565,0,0,5832,10260,282,563,2,187,1456,54,0,504,1859,170,26734
2020-10-31 09:30:00,2020-10-31 09:30:00,6280,0,0,5833,10240,414,584,49,290,1460,14,0,504,1842,176,27686
2020-10-31 10:00:00,2020-10-31 10:00:00,6519,0,0,5830,10181,618,584,50,307,1460,0,172,504,1837,88,28150
2020-10-31 10:30:00,2020-10-31 10:30:00,6833,0,0,5835,10303,546,550,49,299,1460,0,178,504,1833,88,28478
2020-10-31 11:00:00,2020-10-31 11:00:00,6259,0,0,5832,10327,244,549,49,218,1458,64,718,504,1855,714,28791
2020-10-31 11:30:00,2020-10-31 11:30:00,6164,0,0,5838,10892,148,549,53,157,1458,82,734,504,1855,732,29166
2020-10-31 12:00:00,2020-10-31 12:00:00,5975,0,0,5835,10880,352,547,97,260,1458,82,734,504,1857,730,29311
2020-10-31 12:30:00,2020-10-31 12:30:00,5947,0,0,5844,11074,56,528,97,261,1458,82,734,504,1857,732,29174
2020-10-31 13:00:00,2020-10-31 13:00:00,5915,0,0,5835,10895,84,525,97,235,1460,82,540,504,1855,472,28499
2020-10-31 13:30:00,2020-10-31 13:30:00,5575,0,0,5836,10849,0,519,0,135,1460,82,536,504,1853,468,27817
2020-10-31 14:00:00,2020-10-31 14:00:00,5695,0,0,5834,10956,0,526,0,136,1724,82,0,504,1854,300,27611
2020-10-31 14:30:00,2020-10-31 14:30:00,5737,0,0,5827,10960,0,549,0,133,1732,78,0,504,1855,298,27673
2020-10-31 15:00:00,2020-10-31 15:00:00,6078,0,0,5829,10892,0,567,0,132,1786,80,0,504,1839,164,27871
2020-10-31 15:30:00,2020-10-31 15:30:00,6364,0,0,5818,10839,280,622,0,139,1806,74,0,476,1868,188,28474
2020-10-31 16:00:00,2020-10-31 16:00:00,6439,0,0,5823,10589,544,692,1,139,1852,80,564,504,1888,898,30013
2020-10-31 16:30:00,2020-10-31 16:30:00,8565,0,0,5825,10407,842,681,94,233,1856,80,656,496,1883,928,32546
2020-10-31 17:00:00,2020-10-31 17:00:00,9592,0,0,5827,10314,1036,685,98,408,2002,74,962,372,1882,1018,34270
2020-10-31 17:30:00,2020-10-31 17:30:00,9850,0,0,5829,10458,1196,694,98,451,2004,0,966,288,1885,1020,34739
2020-10-31 18:00:00,2020-10-31 18:00:00,9606,0,0,5823,10190,1346,699,98,427,2004,0,968,136,1853,1000,34150
2020-10-31 18:30:00,2020-10-31 18:30:00,9565,0,0,5821,9912,1298,684,98,434,2004,0,968,60,1538,1000,33382
2020-10-31 19:00:00,2020-10-31 19:00:00,9252,0,0,5826,9714,1068,682,95,376,1856,14,856,22,1178,926,31865
2020-10-31 19:30:00,2020-10-31 19:30:00,8765,0,0,5826,9646,1016,682,48,367,1856,76,856,164,1178,926,31406
2020-10-31 20:00:00,2020-10-31 20:00:00,8504,0,0,5830,9275,622,678,0,339,1708,82,852,328,1150,854,30222
2020-10-31 20:30:00,2020-10-31 20:30:00,7797,0,0,5834,9097,490,676,0,217,1706,82,852,470,1123,854,29198
2020-10-31 21:00:00,2020-10-31 21:00:00,7582,0,0,5827,9117,238,662,0,132,1658,82,708,434,1010,818,28268
2020-10-31 21:30:00,2020-10-31 21:30:00,6789,0,0,5830,9197,204,658,0,131,1656,82,700,436,1036,818,27537
2020-10-31 22:00:00,2020-10-31 22:00:00,7288,0,0,5828,9067,22,658,65,148,1608,82,0,504,998,216,26484
2020-10-31 22:30:00,2020-10-31 22:30:00,6656,0,0,5832,9160,0,655,0,137,1608,82,0,504,740,198,25572
2020-10-31 23:00:00,2020-10-31 23:00:00,5788,0,0,5830,9176,0,656,0,130,1506,118,0,504,736,0,24444
2020-10-31 23:30:00,2020-10-31 23:30:00,5127,0,0,5831,9025,0,656,1,131,1504,128,0,504,731,0,23638
2020-11-01 00:00:00,2020-11-01 00:00:00,4863,0,0,5829,9111,0,673,0,129,1406,128,0,504,733,0,23376
2020-11-01 00:30:00,2020-11-01 00:30:00,4898,0,0,5813,9226,0,674,1,131,1372,128,0,504,734,0,23481
2020-11-01 01:00:00,2020-11-01 01:00:00,4997,0,0,5802,9356,0,674,0,133,510,128,0,504,727,18,22849
2020-11-01 01:30:00,2020-11-01 01:30:00,4014,0,0,5814,9573,0,678,0,130,438,128,0,504,730,12,22021
2020-11-01 02:00:00,2020-11-01 02:00:00,4649,0,0,5815,9556,0,676,1,131,0,128,0,504,725,0,22185
2020-11-01 02:30:00,2020-11-01 02:30:00,3607,0,0,5818,10103,0,674,1,130,0,120,0,504,729,0,21686
2020-11-01 03:00:00,2020-11-01 03:00:00,3294,0,0,5812,10066,0,675,0,128,0,82,0,504,733,0,21294
2020-11-01 03:30:00,2020-11-01 03:30:00,3196,0,0,5813,9971,0,674,1,129,0,82,0,504,735,0,21105
2020-11-01 04:00:00,2020-11-01 04:00:00,3841,0,0,5816,9617,0,672,1,129,0,82,0,504,734,0,21396
2020-11-01 04:30:00,2020-11-01 04:30:00,3615,0,0,5814,9621,0,673,1,129,0,82,0,504,735,0,21174
2020-11-01 05:00:00,2020-11-01 05:00:00,4007,0,0,5810,9713,0,672,28,131,0,82,0,504,734,0,21681
2020-11-01 05:30:00,2020-11-01 05:30:00,4290,0,0,5815,9766,0,668,98,129,0,82,0,504,732,0,22084
2020-11-01 06:00:00,2020-11-01 06:00:00,4231,0,0,5815,9805,0,668,98,129,0,82,0,504,790,0,22122
2020-11-01 06:30:00,2020-11-01 06:30:00,4212,0,0,5812,9910,0,671,99,147,0,82,0,504,1007,0,22444
2020-11-01 07:00:00,2020-11-01 07:00:00,3789,0,0,5813,9836,0,682,98,158,490,82,0,504,1191,0,22643
2020-11-01 07:30:00,2020-11-01 07:30:00,3980,0,0,5806,9793,0,686,73,159,540,82,0,504,1228,0,22851
2020-11-01 08:00:00,2020-11-01 08:00:00,3655,0,0,5807,9788,0,684,1,135,1332,82,0,504,1178,0,23166
2020-11-01 08:30:00,2020-11-01 08:30:00,3944,0,0,5802,9875,230,677,1,134,1368,82,0,504,1458,0,24075
2020-11-01 09:00:00,2020-11-01 09:00:00,4356,0,0,5805,9880,286,676,1,139,1406,82,0,504,1814,280,25229
2020-11-01 09:30:00,2020-11-01 09:30:00,5103,0,0,5807,10060,286,675,0,145,1408,68,0,504,1824,302,26182
2020-11-01 10:00:00,2020-11-01 10:00:00,5264,0,0,5807,10602,162,676,79,242,1408,0,0,504,1828,320,26892
2020-11-01 10:30:00,2020-11-01 10:30:00,5428,0,0,5812,11115,0,669,91,244,1408,42,0,490,1813,324,27436
2020-11-01 11:00:00,2020-11-01 11:00:00,5130,0,0,5805,11214,0,693,82,241,1406,0,124,394,1807,650,27546
2020-11-01 11:30:00,2020-11-01 11:30:00,5618,0,0,5810,11051,14,702,50,222,1406,0,130,482,1817,656,27958
2020-11-01 12:00:00,2020-11-01 12:00:00,5475,0,0,5811,10948,36,711,0,129,1506,0,722,504,1838,756,28436
2020-11-01 12:30:00,2020-11-01 12:30:00,5619,0,0,5816,11194,0,680,39,147,1506,0,752,470,1860,756,28839
2020-11-01 13:00:00,2020-11-01 13:00:00,6051,0,0,5812,10818,0,675,98,177,1508,0,758,326,1859,756,28838
2020-11-01 13:30:00,2020-11-01 13:30:00,6241,0,0,5810,10833,44,671,98,301,1508,0,758,282,1859,756,29161
2020-11-01 14:00:00,2020-11-01 14:00:00,6632,0,0,5807,10816,106,678,99,301,1658,0,528,138,1864,828,29455
2020-11-01 14:30:00,2020-11-01 14:30:00,7132,0,0,5810,10752,108,678,100,301,1658,0,524,90,1945,828,29926
2020-11-01 15:00:00,2020-11-01 15:00:00,7477,0,0,5812,10619,692,703,99,291,1658,0,766,252,1948,828,31145
2020-11-01 15:30:00,2020-11-01 15:30:00,8176,0,0,5811,10579,720,703,98,276,1662,0,768,266,1995,830,31884
2020-11-01 16:00:00,2020-11-01 16:00:00,9139,0,0,5816,10565,936,704,98,272,1998,0,614,332,1990,998,33462
2020-11-01 16:30:00,2020-11-01 16:30:00,10577,0,0,5809,10671,1190,728,98,325,2004,0,612,402,1990,1000,35406
2020-11-01 17:00:00,2020-11-01 17:00:00,10662,0,0,5827,11260,888,937,98,410,2004,0,984,256,2026,1000,36352
2020-11-01 17:30:00,2020-11-01 17:30:00,10316,0,0,5813,11322,1142,959,98,445,2004,0,994,102,2027,1000,36222
2020-11-01 18:00:00,2020-11-01 18:00:00,10078,0,0,5811,11032,1150,984,98,332,2004,0,866,0,2031,1000,35386
2020-11-01 18:30:00,2020-11-01 18:30:00,9742,0,0,5813,10832,1070,978,98,177,2004,0,864,0,2024,1000,34602
2020-11-01 19:00:00,2020-11-01 19:00:00,9208,0,0,5818,10612,724,983,6,154,1906,0,730,0,1954,948,33043
2020-11-01 19:30:00,2020-11-01 19:30:00,8013,0,0,5809,10476,552,987,0,137,1904,0,726,0,1876,948,31428
2020-11-01 20:00:00,2020-11-01 20:00:00,7171,0,0,5812,10546,312,847,0,130,1806,0,736,32,1840,902,30134
2020-11-01 20:30:00,2020-11-01 20:30:00,5798,0,0,5815,10850,108,846,1,136,1806,0,736,0,1788,902,28786
2020-11-01 21:00:00,2020-11-01 21:00:00,5016,0,0,5811,11029,38,820,0,130,1610,0,706,0,1762,698,27620
2020-11-01 21:30:00,2020-11-01 21:30:00,4140,0,0,5807,10941,0,816,0,129,1608,0,700,0,1722,696,26559
2020-11-01 22:00:00,2020-11-01 22:00:00,4121,0,0,5808,10704,104,796,0,130,1410,0,0,0,1646,706,25425
2020-11-01 22:30:00,2020-11-01 22:30:00,3508,0,0,5802,10456,0,794,1,129,1408,0,0,0,1353,702,24153
2020-11-01 23:00:00,2020-11-01 23:00:00,3499,0,0,5809,10105,0,778,1,131,1368,0,0,0,1027,440,23158
2020-11-01 23:30:00,2020-11-01 23:30:00,3398,0,0,5806,9866,0,778,1,128,1368,0,0,0,1140,438,22923
2020-11-02 00:00:00,2020-11-02 00:00:00,3225,0,0,5805,9915,0,778,1,128,886,0,362,0,1037,492,22629
2020-11-02 00:30:00,2020-11-02 00:30:00,3542,0,0,5787,9749,0,778,0,134,874,0,398,0,1006,492,22760
2020-11-02 01:00:00,2020-11-02 01:00:00,3952,0,0,5791,9120,0,766,0,133,722,0,154,0,959,396,21993
2020-11-02 01:30:00,2020-11-02 01:30:00,3513,0,0,5794,9106,0,694,0,129,718,0,146,0,922,388,21410
2020-11-02 02:00:00,2020-11-02 02:00:00,4101,0,0,5794,8931,0,692,0,129,520,0,0,0,934,8,21109
2020-11-02 02:30:00,2020-11-02 02:30:00,4135,0,0,5796,8998,0,692,97,131,518,0,0,0,932,0,21299
2020-11-02 03:00:00,2020-11-02 03:00:00,3477,0,0,5799,9495,0,605,58,130,518,0,0,0,954,0,21036
2020-11-02 03:30:00,2020-11-02 03:30:00,3005,0,0,5795,9770,0,603,0,131,518,0,0,74,1024,0,20920
2020-11-02 04:00:00,2020-11-02 04:00:00,2927,0,0,5803,9866,0,602,0,129,590,0,0,214,1022,0,21153
2020-11-02 04:30:00,2020-11-02 04:30:00,2785,0,0,5800,9894,0,619,0,129,590,0,0,278,1115,0,21210
2020-11-02 05:00:00,2020-11-02 05:00:00,2947,0,0,5805,9987,0,807,1,128,42,0,0,236,1023,0,20976
2020-11-02 05:30:00,2020-11-02 05:30:00,3592,0,0,5801,9866,0,791,1,130,28,0,0,230,1015,0,21454
2020-11-02 06:00:00,2020-11-02 06:00:00,4235,0,0,5800,9797,0,808,1,132,758,0,178,354,1319,638,24020
2020-11-02 06:30:00,2020-11-02 06:30:00,5509,0,0,5794,10283,0,813,1,136,800,0,188,486,1831,660,26501
2020-11-02 07:00:00,2020-11-02 07:00:00,6575,0,0,5798,10467,0,968,0,128,1388,0,462,466,1962,852,29066
2020-11-02 07:30:00,2020-11-02 07:30:00,7746,0,0,5800,10431,46,983,0,153,1408,0,468,366,1948,854,30203
2020-11-02 08:00:00,2020-11-02 08:00:00,8201,0,0,5793,10271,276,1016,0,188,1846,0,856,216,1942,926,31531
2020-11-02 08:30:00,2020-11-02 08:30:00,8480,0,0,5793,10393,214,1023,0,219,1856,0,868,152,1940,926,31864
2020-11-02 09:00:00,2020-11-02 09:00:00,8134,0,0,5786,10272,766,1007,1,215,2004,0,992,24,1934,998,32133
2020-11-02 09:30:00,2020-11-02 09:30:00,7817,0,0,5787,10262,514,1006,0,184,2006,0,994,0,1930,1000,31500
2020-11-02 10:00:00,2020-11-02 10:00:00,7704,0,0,5820,10054,330,1002,0,136,2006,0,994,0,1749,1000,30795
2020-11-02 10:30:00,2020-11-02 10:30:00,7505,0,0,5855,10006,328,1001,0,127,2004,0,994,0,1383,1000,30203
2020-11-02 11:00:00,2020-11-02 11:00:00,7337,0,0,5881,10529,2,978,1,121,2004,0,972,0,1384,1000,30209
2020-11-02 11:30:00,2020-11-02 11:30:00,7289,0,0,5867,10648,0,967,1,122,2006,0,972,0,1387,1000,30259
2020-11-02 12:00:00,2020-11-02 12:00:00,7632,0,0,5879,10412,36,961,1,124,2004,0,994,0,1388,1000,30431
2020-11-02 12:30:00,2020-11-02 12:30:00,7889,0,0,5943,10365,0,945,1,123,2004,0,992,0,1366,998,30626
2020-11-02 13:00:00,2020-11-02 13:00:00,8162,0,0,5971,10350,138,1004,2,123,2006,0,776,28,1324,926,30810
2020-11-02 13:30:00,2020-11-02 13:30:00,8264,0,0,5978,10152,0,1011,1,121,2006,0,772,170,1315,926,30716
2020-11-02 14:00:00,2020-11-02 14:00:00,8323,0,0,5973,10206,0,1006,1,122,2004,0,990,320,1315,1000,31260
2020-11-02 14:30:00,2020-11-02 14:30:00,8884,0,0,5970,9999,16,961,1,124,2004,0,994,398,1320,1000,31671
2020-11-02 15:00:00,2020-11-02 15:00:00,10408,0,0,5974,9849,606,962,0,122,2006,0,180,380,1322,820,32629
2020-11-02 15:30:00,2020-11-02 15:30:00,11999,0,0,5984,9880,426,960,0,120,2006,0,150,494,1320,818,34157
2020-11-02 16:00:00,2020-11-02 16:00:00,13279,0,0,5976,9844,492,969,0,183,2004,0,164,462,1315,992,35680
2020-11-02 16:30:00,2020-11-02 16:30:00,14863,0,0,5972,9815,1046,985,5,285,2004,0,164,314,1404,994,37851
2020-11-02 17:00:00,2020-11-02 17:00:00,15635,0,0,5969,10001,1214,983,98,353,2004,0,946,162,1422,1020,39807
2020-11-02 17:30:00,2020-11-02 17:30:00,15587,0,0,5966,10026,1360,998,96,396,2004,0,994,74,1438,1020,39959
2020-11-02 18:00:00,2020-11-02 18:00:00,15335,0,0,5968,10263,1286,995,47,268,2004,0,994,0,1456,1020,39636
2020-11-02 18:30:00,2020-11-02 18:30:00,14958,0,0,5985,10283,896,999,46,232,2004,0,994,6,1477,1020,38900
2020-11-02 19:00:00,2020-11-02 19:00:00,14161,0,0,5998,10313,618,1051,0,156,2004,62,976,112,1358,1020,37829
2020-11-02 19:30:00,2020-11-02 19:30:00,13286,0,0,6014,10187,528,1083,0,136,2004,54,976,62,1044,1020,36394
2020-11-02 20:00:00,2020-11-02 20:00:00,11793,0,0,6020,10065,480,1057,0,130,2004,36,994,202,1013,1020,34814
2020-11-02 20:30:00,2020-11-02 20:30:00,10213,0,0,6025,10310,348,1055,0,130,2004,82,996,218,1040,1020,33441
2020-11-02 21:00:00,2020-11-02 21:00:00,9174,0,0,6028,10368,158,875,0,130,1904,78,834,56,1041,946,31592
2020-11-02 21:30:00,2020-11-02 21:30:00,7531,0,0,6034,10325,128,869,0,138,1888,82,822,30,1022,942,29811
2020-11-02 22:00:00,2020-11-02 22:00:00,6897,0,0,6034,10556,82,855,0,131,1298,80,354,54,1017,628,27986
2020-11-02 22:30:00,2020-11-02 22:30:00,5770,0,0,6032,10630,0,825,0,131,1282,28,342,0,989,624,26653
2020-11-02 23:00:00,2020-11-02 23:00:00,5617,0,0,6037,10483,0,691,0,135,596,78,0,72,955,484,25148
2020-11-02 23:30:00,2020-11-02 23:30:00,5557,0,0,6041,10077,0,703,28,225,564,86,0,174,1020,476,24951
2020-11-03 00:00:00,2020-11-03 00:00:00,6425,0,0,6040,10050,0,662,116,261,140,0,0,134,1017,82,24927
2020-11-03 00:30:00,2020-11-03 00:30:00,6526,0,0,6033,10063,0,659,143,221,132,70,0,136,1024,76,25083
2020-11-03 01:00:00,2020-11-03 01:00:00,6489,0,0,6041,9830,0,659,143,266,228,58,0,76,1020,0,24810
2020-11-03 01:30:00,2020-11-03 01:30:00,6189,0,0,6039,9596,0,656,143,276,228,38,0,74,1022,0,24261
2020-11-03 02:00:00,2020-11-03 02:00:00,5987,0,0,6051,9669,0,655,143,290,180,116,0,26,1017,0,24134
2020-11-03 02:30:00,2020-11-03 02:30:00,5861,0,0,6057,9273,0,655,143,293,180,60,0,24,989,0,23535
2020-11-03 03:00:00,2020-11-03 03:00:00,6062,0,0,6073,8831,0,652,143,291,0,124,0,62,1028,0,23266
2020-11-03 03:30:00,2020-11-03 03:30:00,6132,0,0,6075,8633,0,643,143,279,0,108,0,54,1021,0,23088
2020-11-03 04:00:00,2020-11-03 04:00:00,4802,0,0,6096,8337,0,667,40,190,1276,126,0,164,1023,328,23049
2020-11-03 04:30:00,2020-11-03 04:30:00,5173,0,0,6107,7880,0,682,1,157,1370,128,0,250,1027,346,23121
2020-11-03 05:00:00,2020-11-03 05:00:00,5494,0,0,6114,6942,96,763,41,197,994,128,486,400,1025,628,23308
2020-11-03 05:30:00,2020-11-03 05:30:00,6617,0,0,6152,6751,40,807,83,253,986,128,552,504,1052,632,24557
2020-11-03 06:00:00,2020-11-03 06:00:00,7328,0,0,6153,6365,282,767,49,252,1952,128,984,504,1150,994,26908
2020-11-03 06:30:00,2020-11-03 06:30:00,9145,0,0,6154,6393,286,866,12,196,1994,118,994,504,1452,1000,29114
2020-11-03 07:00:00,2020-11-03 07:00:00,12432,0,0,6159,6643,382,895,0,133,2004,34,728,504,1626,1000,32540
2020-11-03 07:30:00,2020-11-03 07:30:00,13962,0,0,6163,6560,130,1057,0,130,2004,6,724,504,1623,1000,33863
2020-11-03 08:00:00,2020-11-03 08:00:00,14643,0,0,6165,6645,298,1057,0,149,2004,0,990,504,1623,1000,35078
2020-11-03 08:30:00,2020-11-03 08:30:00,14838,0,0,6174,6666,550,1062,0,167,2004,0,994,448,1624,1000,35527
2020-11-03 09:00:00,2020-11-03 09:00:00,15571,0,0,6181,6482,436,1042,41,205,2004,0,994,286,1618,1000,35860
2020-11-03 09:30:00,2020-11-03 09:30:00,14920,0,0,6174,7012,6,1043,49,212,2004,0,994,204,1621,1000,35239
2020-11-03 10:00:00,2020-11-03 10:00:00,14599,0,0,6168,6964,0,1040,13,146,2004,0,994,66,1627,1000,34621
2020-11-03 10:30:00,2020-11-03 10:30:00,14132,0,0,6178,7086,0,1042,1,119,2004,22,996,0,1627,1000,34207
2020-11-03 11:00:00,2020-11-03 11:00:00,13562,0,0,6179,7659,0,927,0,118,1944,138,994,58,1630,1000,34209
2020-11-03 11:30:00,2020-11-03 11:30:00,13155,0,0,6182,7766,0,882,0,117,1944,90,994,98,1611,1000,33839
2020-11-03 12:00:00,2020-11-03 12:00:00,13393,0,0,6178,8303,0,883,0,117,1970,224,996,48,1635,1000,34747
2020-11-03 12:30:00,2020-11-03 12:30:00,13353,0,0,6187,8159,16,878,0,116,1970,220,994,84,1632,1000,34609
2020-11-03 13:00:00,2020-11-03 13:00:00,13369,0,0,6207,8219,0,894,0,117,2004,196,994,50,1633,1000,34683
2020-11-03 13:30:00,2020-11-03 13:30:00,13399,0,0,6188,8452,0,885,0,118,2004,78,994,0,1628,1000,34746
2020-11-03 14:00:00,2020-11-03 14:00:00,13960,0,0,6181,8512,12,872,0,129,2004,96,260,0,1633,1000,34659
2020-11-03 14:30:00,2020-11-03 14:30:00,14952,0,0,6176,8335,0,872,0,122,2004,44,222,0,1350,990,35067
2020-11-03 15:00:00,2020-11-03 15:00:00,16638,0,8,6199,8229,150,881,0,121,2006,0,0,0,1348,550,36130
2020-11-03 15:30:00,2020-11-03 15:30:00,17822,0,36,6204,8419,342,898,0,130,2006,0,0,0,1348,548,37753
2020-11-03 16:00:00,2020-11-03 16:00:00,18193,0,79,6203,8310,614,1031,0,202,2004,0,784,0,1348,952,39720
2020-11-03 16:30:00,2020-11-03 16:30:00,19128,0,195,6204,8315,1020,1093,118,270,2004,0,994,0,1351,962,41654
2020-11-03 17:00:00,2020-11-03 17:00:00,19947,0,275,6203,8367,1600,1094,418,438,2004,0,994,0,1362,1020,43722
2020-11-03 17:30:00,2020-11-03 17:30:00,20202,0,374,6214,7775,1634,1094,375,436,2004,0,994,0,1538,1020,43660
2020-11-03 18:00:00,2020-11-03 18:00:00,19663,0,358,6219,8023,1414,1094,347,421,2004,0,994,0,1567,1020,43124
2020-11-03 18:30:00,2020-11-03 18:30:00,19066,0,241,6219,8620,1142,1093,221,390,2006,0,994,0,1606,1020,42618
2020-11-03 19:00:00,2020-11-03 19:00:00,19187,0,239,6228,8704,650,993,34,243,2004,0,994,0,1793,1020,42089
2020-11-03 19:30:00,2020-11-03 19:30:00,18802,0,235,6231,8473,294,927,34,162,2006,0,994,0,1799,1020,40977
2020-11-03 20:00:00,2020-11-03 20:00:00,18023,0,230,6237,8103,56,927,34,153,2006,0,994,0,1800,1020,39583
2020-11-03 20:30:00,2020-11-03 20:30:00,16606,0,229,6247,7879,0,931,24,147,2006,0,994,0,1799,1020,37882
2020-11-03 21:00:00,2020-11-03 21:00:00,15020,0,65,6244,7636,12,704,0,141,2006,0,994,0,1800,840,35462
2020-11-03 21:30:00,2020-11-03 21:30:00,13272,0,0,6245,7687,0,700,0,134,2006,0,994,0,1801,828,33667
2020-11-03 22:00:00,2020-11-03 22:00:00,12107,0,0,6241,7257,318,700,0,140,2006,0,994,0,1789,314,31866
2020-11-03 22:30:00,2020-11-03 22:30:00,11060,0,0,6249,7091,50,695,0,134,2004,0,994,0,1775,306,30358
2020-11-03 23:00:00,2020-11-03 23:00:00,9386,0,0,6251,7291,0,676,0,134,1712,0,856,0,1769,636,28711
2020-11-03 23:30:00,2020-11-03 23:30:00,7960,0,0,6241,7190,0,674,0,136,1708,0,852,0,1785,642,27188
2020-11-04 00:00:00,2020-11-04 00:00:00,7757,0,0,6248,7036,0,575,3,134,1708,0,852,0,1781,690,26784
2020-11-04 00:30:00,2020-11-04 00:30:00,8101,0,0,6252,6924,0,577,2,137,1708,90,852,0,1788,690,27121
2020-11-04 01:00:00,2020-11-04 01:00:00,8375,0,0,6251,6635,0,561,1,139,1708,248,852,0,1784,716,27270
2020-11-04 01:30:00,2020-11-04 01:30:00,8123,0,0,6248,6410,0,559,1,133,1708,326,852,0,1785,716,26861
2020-11-04 02:00:00,2020-11-04 02:00:00,7921,0,0,6243,6072,0,558,0,142,1708,238,852,0,1788,740,26262
2020-11-04 02:30:00,2020-11-04 02:30:00,7976,0,0,6248,5969,0,556,1,134,1708,104,852,0,1785,740,26073
2020-11-04 03:00:00,2020-11-04 03:00:00,7849,0,18,6240,5717,0,557,1,142,1708,0,852,0,1791,544,25419
2020-11-04 03:30:00,2020-11-04 03:30:00,7447,0,43,6253,5614,0,557,0,134,1708,0,850,0,1776,542,24924
2020-11-04 04:00:00,2020-11-04 04:00:00,7479,0,67,6251,5741,0,556,0,134,1708,54,852,0,1355,584,24781
2020-11-04 04:30:00,2020-11-04 04:30:00,7615,0,94,6265,6047,0,577,0,133,1710,80,852,0,1346,582,25301
2020-11-04 05:00:00,2020-11-04 05:00:00,8037,0,115,6260,5820,0,591,3,133,1948,224,670,0,1361,422,25584
2020-11-04 05:30:00,2020-11-04 05:30:00,8630,0,170,6260,5582,40,596,3,136,1952,320,670,72,1359,424,26214
2020-11-04 06:00:00,2020-11-04 06:00:00,10481,0,380,6265,5818,164,743,3,135,2000,196,800,224,1353,698,29260
2020-11-04 06:30:00,2020-11-04 06:30:00,12946,0,572,6265,5916,0,859,1,133,2000,72,788,240,1354,702,31848
2020-11-04 07:00:00,2020-11-04 07:00:00,17201,0,730,6260,5763,336,1058,25,148,2008,0,0,74,1514,0,35117
2020-11-04 07:30:00,2020-11-04 07:30:00,18579,0,862,6260,5240,634,1063,81,248,2008,0,0,0,1629,0,36604
2020-11-04 08:00:00,2020-11-04 08:00:00,19280,0,1012,6260,4892,182,1063,78,285,2008,0,820,0,1712,0,37592
2020-11-04 08:30:00,2020-11-04 08:30:00,19345,0,1110,6255,4529,0,1059,67,229,2008,0,996,0,1751,0,37349
2020-11-04 09:00:00,2020-11-04 09:00:00,18852,0,1134,6258,4074,48,1058,39,142,2006,0,994,0,1761,824,37190
2020-11-04 09:30:00,2020-11-04 09:30:00,18148,0,1031,6252,4206,310,1035,0,136,2002,0,994,0,1786,864,36764
2020-11-04 10:00:00,2020-11-04 10:00:00,18074,0,1025,6250,4266,330,813,1,134,1682,0,994,0,1794,788,36151
2020-11-04 10:30:00,2020-11-04 10:30:00,18193,0,867,6250,3961,0,766,0,132,1676,0,994,0,1818,788,35445
2020-11-04 11:00:00,2020-11-04 11:00:00,18181,0,805,6258,3768,0,691,0,133,1672,0,994,0,1817,790,35109
2020-11-04 11:30:00,2020-11-04 11:30:00,18202,0,786,6259,3388,0,641,0,132,1672,0,994,0,1819,790,34683
