ds,timestamp,CCGT,OIL,COAL,NUCLEAR,WIND,PS,NPSHYD,OCGT,OTHER,INTFR,INTIRL,INTNED,INTEW,BIOMASS,INTEM,y
2020-11-23 05:00:00,2020-11-23 05:00:00,6352,0,26,5808,4398,0,652,5,128,880,326,800,504,3006,804,23689
2020-11-23 05:30:00,2020-11-23 05:30:00,7163,0,56,5823,4706,136,673,6,126,874,326,788,504,2998,806,24985
2020-11-23 06:00:00,2020-11-23 06:00:00,9981,0,210,5818,4884,78,934,5,129,502,326,242,504,3016,944,27573
2020-11-23 06:30:00,2020-11-23 06:30:00,12496,0,663,5822,5080,0,783,5,126,496,272,216,504,3018,934,30415
2020-11-23 07:00:00,2020-11-23 07:00:00,15800,0,964,5810,5367,206,739,5,125,482,198,0,504,3029,462,33691
2020-11-23 07:30:00,2020-11-23 07:30:00,17063,0,1056,5822,5825,192,711,4,161,516,198,0,504,3020,456,35528
2020-11-23 08:00:00,2020-11-23 08:00:00,17105,0,1031,5811,6102,226,710,4,180,1352,198,0,504,3014,778,37015
2020-11-23 08:30:00,2020-11-23 08:30:00,17151,0,1048,5819,6245,66,708,31,300,1356,198,0,484,3011,780,37197
2020-11-23 09:00:00,2020-11-23 09:00:00,17336,0,1047,5817,6386,48,699,43,353,578,198,656,370,3008,560,37099
2020-11-23 09:30:00,2020-11-23 09:30:00,16720,0,1039,5821,6344,0,698,9,287,404,198,762,402,3008,558,36250
2020-11-23 10:00:00,2020-11-23 10:00:00,17142,0,1061,5812,6418,96,692,4,249,0,198,848,472,3017,704,36713
2020-11-23 10:30:00,2020-11-23 10:30:00,16745,0,1005,5823,6627,0,683,3,248,0,164,848,358,2999,708,36211
2020-11-23 11:00:00,2020-11-23 11:00:00,16163,0,1118,5813,7055,0,652,3,143,0,96,1056,438,3014,984,36535
2020-11-23 11:30:00,2020-11-23 11:30:00,15880,0,1112,5818,7511,0,650,3,127,0,96,1058,504,3006,986,36751
2020-11-23 12:00:00,2020-11-23 12:00:00,16151,0,1132,5810,7853,24,648,3,123,0,96,1058,406,3016,364,36684
2020-11-23 12:30:00,2020-11-23 12:30:00,15921,0,1129,5809,8039,0,647,3,121,0,96,1026,414,3017,342,36564
2020-11-23 13:00:00,2020-11-23 13:00:00,16030,0,1129,5805,8362,10,646,4,131,0,96,190,504,3015,6,35928
2020-11-23 13:30:00,2020-11-23 13:30:00,16735,0,1120,5796,8367,66,645,23,139,0,94,146,504,3010,0,36645
2020-11-23 14:00:00,2020-11-23 14:00:00,16890,0,1110,5762,8641,0,652,42,135,0,94,0,504,2992,0,36822
2020-11-23 14:30:00,2020-11-23 14:30:00,16589,0,1140,5627,8683,58,672,9,141,0,94,0,504,3010,0,36527
2020-11-23 15:00:00,2020-11-23 15:00:00,15793,0,1155,5630,8838,72,674,3,145,236,88,300,504,3020,122,36580
2020-11-23 15:30:00,2020-11-23 15:30:00,16421,0,1130,5631,9351,272,679,2,142,350,88,324,504,3001,124,38019
2020-11-23 16:00:00,2020-11-23 16:00:00,15778,0,1156,5636,9698,342,688,3,189,1770,86,710,504,2940,376,39876
2020-11-23 16:30:00,2020-11-23 16:30:00,16529,0,1156,5636,10076,860,710,3,256,1876,88,718,504,2923,382,41717
2020-11-23 17:00:00,2020-11-23 17:00:00,16043,0,1172,5638,10240,936,734,3,248,2000,86,1052,504,2972,742,42370
2020-11-23 17:30:00,2020-11-23 17:30:00,15922,0,1158,5641,10166,524,777,3,236,1838,86,1056,504,2942,748,41601
2020-11-23 18:00:00,2020-11-23 18:00:00,15898,0,1243,5643,10046,776,778,2,330,190,86,930,504,2924,850,40200
2020-11-23 18:30:00,2020-11-23 18:30:00,15212,0,1262,5635,10172,550,775,2,246,68,86,928,504,2928,850,39218
2020-11-23 19:00:00,2020-11-23 19:00:00,13506,0,1219,5641,10053,0,773,2,156,1004,86,1022,504,2940,936,37842
2020-11-23 19:30:00,2020-11-23 19:30:00,12244,0,671,5636,10109,0,763,3,139,1072,86,1024,504,2981,936,36168
2020-11-23 20:00:00,2020-11-23 20:00:00,10699,0,0,5640,10289,4,746,3,130,1780,82,1024,504,2987,954,34842
2020-11-23 20:30:00,2020-11-23 20:30:00,9486,0,0,5637,10138,0,746,3,130,1676,86,1022,504,3013,954,33395
2020-11-23 21:00:00,2020-11-23 21:00:00,9253,0,0,5642,10058,0,745,3,130,178,86,840,504,2973,890,31302
2020-11-23 21:30:00,2020-11-23 21:30:00,8100,0,0,5638,9770,28,731,3,130,14,86,838,504,2702,858,29402
2020-11-23 22:00:00,2020-11-23 22:00:00,8553,0,0,5593,9610,82,716,3,131,0,86,792,504,2334,52,28456
2020-11-23 22:30:00,2020-11-23 22:30:00,7441,0,0,5590,9313,0,713,3,129,0,84,790,504,2067,40,26674
2020-11-23 23:00:00,2020-11-23 23:00:00,6272,0,0,5586,9049,6,720,2,133,0,80,680,504,1732,688,25452
2020-11-23 23:30:00,2020-11-23 23:30:00,6156,0,0,5586,9082,0,711,2,130,0,82,678,504,1598,708,25237
2020-11-24 00:00:00,2020-11-24 00:00:00,6700,0,0,5591,9081,0,668,1,132,0,82,500,504,1230,708,25197
2020-11-24 00:30:00,2020-11-24 00:30:00,7040,0,0,5597,9108,0,668,2,130,0,82,498,504,1100,708,25437
2020-11-24 01:00:00,2020-11-24 01:00:00,6977,0,0,5609,8911,0,668,2,130,0,82,486,504,1095,708,25172
2020-11-24 01:30:00,2020-11-24 01:30:00,6897,0,0,5608,8672,0,664,2,133,0,82,486,504,1099,708,24855
2020-11-24 02:00:00,2020-11-24 02:00:00,6436,0,0,5617,8578,0,666,3,133,0,82,558,504,1102,526,24205
2020-11-24 02:30:00,2020-11-24 02:30:00,6343,0,0,5616,8432,0,665,3,132,0,82,554,504,1103,526,23960
2020-11-24 03:00:00,2020-11-24 03:00:00,6197,0,0,5654,8344,0,665,3,137,0,84,208,504,1102,672,23570
2020-11-24 03:30:00,2020-11-24 03:30:00,6223,0,0,5677,8055,0,665,3,133,0,84,198,504,1102,674,23318
2020-11-24 04:00:00,2020-11-24 04:00:00,6167,0,0,5678,7880,0,676,3,133,0,84,366,504,1099,646,23236
2020-11-24 04:30:00,2020-11-24 04:30:00,6194,0,0,5694,8022,0,684,2,130,0,84,370,504,1091,646,23421
2020-11-24 05:00:00,2020-11-24 05:00:00,6421,0,0,5688,8071,0,678,3,131,0,2,628,504,1092,664,23882
2020-11-24 05:30:00,2020-11-24 05:30:00,6938,0,0,5693,8274,0,673,3,130,0,0,570,504,1170,664,24619
2020-11-24 06:00:00,2020-11-24 06:00:00,8876,0,0,5684,8817,0,671,3,133,0,0,0,504,1374,688,26750
2020-11-24 06:30:00,2020-11-24 06:30:00,10611,0,152,5691,8923,0,668,3,131,0,0,0,504,1940,688,29311
2020-11-24 07:00:00,2020-11-24 07:00:00,12068,0,344,5688,9182,118,668,2,131,0,0,0,504,2688,736,32129
2020-11-24 07:30:00,2020-11-24 07:30:00,12804,0,519,5689,9538,192,670,3,169,0,0,0,504,2974,736,33798
2020-11-24 08:00:00,2020-11-24 08:00:00,12977,0,814,5690,9742,284,661,3,132,0,0,374,504,2926,624,34731
2020-11-24 08:30:00,2020-11-24 08:30:00,12715,0,954,5697,10096,288,661,3,137,0,0,404,504,2974,628,35061
2020-11-24 09:00:00,2020-11-24 09:00:00,12418,0,920,5752,10384,52,656,3,131,0,0,578,504,2968,932,35298
2020-11-24 09:30:00,2020-11-24 09:30:00,12039,0,898,5787,10710,0,622,3,133,0,0,580,504,2983,936,35195
2020-11-24 10:00:00,2020-11-24 10:00:00,11808,0,872,5694,10878,0,622,4,129,0,0,722,500,2976,1000,35205
2020-11-24 10:30:00,2020-11-24 10:30:00,11583,0,949,5570,11005,0,623,4,130,0,0,726,398,2948,1000,34936
2020-11-24 11:00:00,2020-11-24 11:00:00,10728,0,954,5589,11223,60,622,4,131,0,0,966,248,2928,1000,34453
2020-11-24 11:30:00,2020-11-24 11:30:00,10993,0,949,5573,9814,0,597,5,130,0,0,964,146,2952,1000,33123
2020-11-24 12:00:00,2020-11-24 12:00:00,11310,0,956,5573,11130,32,660,5,133,0,0,568,18,2986,1000,34371
2020-11-24 12:30:00,2020-11-24 12:30:00,11452,0,960,5570,11037,16,705,5,130,0,0,558,0,2978,1000,34411
2020-11-24 13:00:00,2020-11-24 13:00:00,11616,0,962,5571,10620,102,777,4,134,0,0,338,0,2976,916,34016
2020-11-24 13:30:00,2020-11-24 13:30:00,11412,0,958,5689,10509,0,970,5,133,0,0,334,0,3016,890,33916
2020-11-24 14:00:00,2020-11-24 14:00:00,11583,0,959,5844,10330,22,862,4,138,574,0,126,0,3012,170,33624
2020-11-24 14:30:00,2020-11-24 14:30:00,12284,0,957,5849,10420,0,838,4,135,598,0,124,0,2980,144,34333
2020-11-24 15:00:00,2020-11-24 15:00:00,12249,0,953,5847,10653,0,896,3,130,786,0,410,0,2975,306,35208
2020-11-24 15:30:00,2020-11-24 15:30:00,13295,0,952,5851,10883,0,916,3,135,848,0,388,0,3013,306,36590
2020-11-24 16:00:00,2020-11-24 16:00:00,14224,0,913,5839,11045,416,960,3,208,1944,0,0,0,3030,368,38950
2020-11-24 16:30:00,2020-11-24 16:30:00,15120,0,964,5841,11177,1152,1014,3,268,2006,0,0,0,3025,386,40956
2020-11-24 17:00:00,2020-11-24 17:00:00,15649,0,964,5843,10672,1176,1019,43,318,2004,0,486,0,3031,986,42191
2020-11-24 17:30:00,2020-11-24 17:30:00,15940,0,970,5847,10148,1162,1028,43,348,2002,0,538,0,3007,1004,42037
2020-11-24 18:00:00,2020-11-24 18:00:00,15456,0,971,5840,10012,1296,1028,9,254,1954,0,412,0,2985,1018,41235
2020-11-24 18:30:00,2020-11-24 18:30:00,15707,0,974,5745,9511,670,1023,3,195,1952,0,418,0,2975,1020,40193
2020-11-24 19:00:00,2020-11-24 19:00:00,14854,0,914,5581,9676,0,1005,3,149,1892,0,834,0,2969,926,38803
2020-11-24 19:30:00,2020-11-24 19:30:00,13565,0,631,5602,9763,0,1002,2,139,1890,0,846,0,2986,924,37350
2020-11-24 20:00:00,2020-11-24 20:00:00,12954,0,613,5601,8989,200,1001,2,130,1878,0,858,0,2981,716,35923
2020-11-24 20:30:00,2020-11-24 20:30:00,12087,0,645,5651,8254,0,1005,1,130,1878,0,858,0,3010,718,34237
2020-11-24 21:00:00,2020-11-24 21:00:00,10474,0,646,5802,7738,44,1019,1,132,1922,0,998,0,3025,936,32737
2020-11-24 21:30:00,2020-11-24 21:30:00,8797,0,646,5902,7598,0,1011,3,130,1924,0,1000,0,3016,936,30963
2020-11-24 22:00:00,2020-11-24 22:00:00,7781,0,646,5897,7075,122,965,4,132,1806,0,912,0,3022,830,29192
2020-11-24 22:30:00,2020-11-24 22:30:00,6847,0,646,5865,7079,0,965,2,130,1802,0,910,0,3011,830,28087
2020-11-24 23:00:00,2020-11-24 23:00:00,5875,0,600,5862,7224,0,966,4,133,1506,0,760,0,3009,766,26705
2020-11-24 23:30:00,2020-11-24 23:30:00,4838,0,386,5871,7220,0,855,5,130,1502,0,758,0,3000,766,25331
2020-11-25 00:00:00,2020-11-25 00:00:00,4739,0,343,5881,7342,0,766,4,130,1504,0,758,0,3015,766,25248
2020-11-25 00:30:00,2020-11-25 00:30:00,4656,0,432,5891,7359,0,886,0,133,1504,0,758,0,3033,766,25418
2020-11-25 01:00:00,2020-11-25 01:00:00,4943,0,613,5897,7161,0,744,0,131,1506,0,758,0,3031,766,25550
2020-11-25 01:30:00,2020-11-25 01:30:00,4913,0,631,5857,7039,0,745,0,130,1504,0,758,0,3024,766,25367
2020-11-25 02:00:00,2020-11-25 02:00:00,5422,0,635,5694,6713,0,743,0,135,1504,0,756,0,3019,766,25387
2020-11-25 02:30:00,2020-11-25 02:30:00,5570,0,639,5629,6416,0,741,0,152,1504,0,756,0,3032,766,25205
2020-11-25 03:00:00,2020-11-25 03:00:00,5387,0,645,5630,6208,0,747,0,93,1506,0,756,0,3030,756,24758
2020-11-25 03:30:00,2020-11-25 03:30:00,5236,0,640,5629,6165,0,747,0,91,1504,0,756,0,3022,756,24546
2020-11-25 04:00:00,2020-11-25 04:00:00,5086,0,645,5770,5886,0,744,0,93,1500,0,612,0,3028,754,24118
2020-11-25 04:30:00,2020-11-25 04:30:00,5206,0,645,5857,5495,0,750,0,113,1494,0,610,0,3038,754,23962
2020-11-25 05:00:00,2020-11-25 05:00:00,5488,0,644,5891,5159,0,992,1,136,1100,20,680,0,3031,802,23944
2020-11-25 05:30:00,2020-11-25 05:30:00,6680,0,749,5885,4944,0,1000,50,171,1126,124,676,0,3035,770,25210
2020-11-25 06:00:00,2020-11-25 06:00:00,9461,0,887,5894,4842,0,1045,5,153,1964,150,316,72,3034,0,27823
2020-11-25 06:30:00,2020-11-25 06:30:00,12815,0,1029,5893,4646,0,1044,4,132,1662,28,308,78,3027,0,30666
2020-11-25 07:00:00,2020-11-25 07:00:00,17921,0,1197,5892,4687,114,1052,3,132,0,0,116,0,3031,0,34145
2020-11-25 07:30:00,2020-11-25 07:30:00,20354,0,1217,5889,4730,14,1061,3,130,0,0,110,0,3034,0,36542
2020-11-25 08:00:00,2020-11-25 08:00:00,20790,0,1221,5887,4849,6,1082,0,130,106,0,0,0,3033,0,37104
2020-11-25 08:30:00,2020-11-25 08:30:00,21241,0,1218,5893,4883,0,1071,0,131,150,0,0,0,3028,42,37657
2020-11-25 09:00:00,2020-11-25 09:00:00,20768,0,1257,5888,4822,88,1070,0,130,410,0,0,0,3034,958,38425
2020-11-25 09:30:00,2020-11-25 09:30:00,21409,0,1260,5909,4528,0,1069,0,130,412,0,0,0,3035,1000,38752
2020-11-25 10:00:00,2020-11-25 10:00:00,21619,0,1258,5909,4123,0,1037,0,129,270,0,0,0,3027,1000,38372
2020-11-25 10:30:00,2020-11-25 10:30:00,21790,0,1226,5870,4096,0,1038,0,129,278,0,0,0,3021,1000,38448
2020-11-25 11:00:00,2020-11-25 11:00:00,21960,0,1199,5682,4187,0,1028,47,223,456,0,0,0,3023,666,38471
2020-11-25 11:30:00,2020-11-25 11:30:00,21832,0,1198,5625,4243,20,1020,35,250,698,0,0,0,2980,1000,38901
2020-11-25 12:00:00,2020-11-25 12:00:00,21578,0,1194,5640,4406,0,979,2,131,1864,0,0,0,2971,314,39079
2020-11-25 12:30:00,2020-11-25 12:30:00,21546,0,1197,5669,4332,0,964,0,129,1926,0,0,0,2978,296,39037
2020-11-25 13:00:00,2020-11-25 13:00:00,21540,0,1184,5836,4269,0,922,0,129,1816,0,0,0,2989,362,39047
2020-11-25 13:30:00,2020-11-25 13:30:00,21105,0,1166,5856,4293,0,914,2,133,1808,0,0,0,2970,358,38605
2020-11-25 14:00:00,2020-11-25 14:00:00,21448,0,1218,5848,4215,0,933,3,133,1408,0,0,0,2965,66,38237
2020-11-25 14:30:00,2020-11-25 14:30:00,21461,0,1254,5856,4247,0,962,2,129,1412,0,0,0,2972,64,38359
2020-11-25 15:00:00,2020-11-25 15:00:00,21298,0,1289,5864,4045,12,1033,3,139,1878,0,0,0,2976,194,38731
2020-11-25 15:30:00,2020-11-25 15:30:00,22006,0,1410,5881,4082,452,1056,11,195,1896,0,0,0,2987,216,40192
2020-11-25 16:00:00,2020-11-25 16:00:00,22303,0,1412,5879,4222,472,1066,118,222,2000,0,784,0,2990,896,42364
2020-11-25 16:30:00,2020-11-25 16:30:00,22583,0,1524,5877,4146,1116,1077,140,324,2000,0,942,0,2993,918,43640
2020-11-25 17:00:00,2020-11-25 17:00:00,22761,0,1502,5879,3976,1398,1078,140,405,2000,0,1056,0,3000,1018,44213
2020-11-25 17:30:00,2020-11-25 17:30:00,22956,0,1507,5846,3527,1568,1080,141,404,2000,0,1058,0,2980,1020,44087
2020-11-25 18:00:00,2020-11-25 18:00:00,23132,0,1469,5811,3359,1136,1089,141,389,2000,0,1058,0,2966,1020,43570
2020-11-25 18:30:00,2020-11-25 18:30:00,23089,0,1341,5822,3001,850,1094,141,336,2000,0,1056,0,2965,1020,42715
2020-11-25 19:00:00,2020-11-25 19:00:00,22919,0,1402,5887,2766,338,1094,79,241,2000,0,776,0,2970,1020,41492
2020-11-25 19:30:00,2020-11-25 19:30:00,22621,0,1361,5915,2656,10,1090,0,146,2000,0,770,0,2963,1020,40552
2020-11-25 20:00:00,2020-11-25 20:00:00,21713,0,1092,5916,2444,0,1079,0,139,2000,0,640,0,2963,1020,39006
2020-11-25 20:30:00,2020-11-25 20:30:00,20438,0,762,5916,2333,0,1075,0,130,2000,0,638,0,2963,1020,37275
2020-11-25 21:00:00,2020-11-25 21:00:00,19187,0,581,5911,2360,128,1059,2,134,2000,0,476,0,2962,1000,35800
2020-11-25 21:30:00,2020-11-25 21:30:00,17662,0,587,5925,2256,0,1046,2,130,2000,0,476,0,2930,1000,34014
2020-11-25 22:00:00,2020-11-25 22:00:00,15583,0,594,5980,2067,0,884,3,130,2000,0,710,0,2998,998,31947
2020-11-25 22:30:00,2020-11-25 22:30:00,14266,0,593,5983,1699,6,918,4,131,2000,0,714,0,2998,996,30308
2020-11-25 23:00:00,2020-11-25 23:00:00,12900,0,582,5993,1499,0,826,6,131,2000,0,876,0,2992,922,28727
2020-11-25 23:30:00,2020-11-25 23:30:00,11867,0,584,5923,1279,0,815,7,131,2000,0,880,0,2972,922,27380
2020-11-26 00:00:00,2020-11-26 00:00:00,12035,0,574,5900,1173,0,660,7,132,2000,0,1008,0,2968,970,27427
2020-11-26 00:30:00,2020-11-26 00:30:00,12518,0,584,5900,1076,0,655,7,133,2000,0,1010,0,2980,970,27833
2020-11-26 01:00:00,2020-11-26 01:00:00,12472,0,597,5898,998,0,637,7,129,2000,0,1040,0,2985,878,27641
2020-11-26 01:30:00,2020-11-26 01:30:00,12190,0,604,5899,932,0,636,7,129,2000,0,1040,0,2986,878,27301
2020-11-26 02:00:00,2020-11-26 02:00:00,11904,0,571,5905,859,0,636,7,129,2000,0,974,0,2951,964,26900
2020-11-26 02:30:00,2020-11-26 02:30:00,11657,0,541,5890,803,0,637,7,132,2002,0,972,0,2954,964,26559
2020-11-26 03:00:00,2020-11-26 03:00:00,11338,0,578,5893,726,0,636,7,132,2000,0,954,0,2979,994,26237
2020-11-26 03:30:00,2020-11-26 03:30:00,11383,0,520,5890,577,0,636,7,133,2000,0,954,0,2983,992,26075
2020-11-26 04:00:00,2020-11-26 04:00:00,11612,0,406,5888,544,0,637,7,136,2000,0,882,0,2996,876,25984
2020-11-26 04:30:00,2020-11-26 04:30:00,11974,0,457,5896,565,0,652,6,131,1798,0,760,0,2984,874,26097
2020-11-26 05:00:00,2020-11-26 05:00:00,14308,0,880,5898,527,0,698,6,130,0,0,0,0,2991,660,26098
2020-11-26 05:30:00,2020-11-26 05:30:00,15158,0,1349,5895,539,0,707,26,149,0,0,0,0,2980,622,27425
2020-11-26 06:00:00,2020-11-26 06:00:00,18768,0,1830,5890,437,26,1005,54,288,0,50,0,42,2983,0,31373
2020-11-26 06:30:00,2020-11-26 06:30:00,21372,0,2006,5897,380,126,1011,46,296,0,0,0,0,2990,0,34124
2020-11-26 07:00:00,2020-11-26 07:00:00,22726,0,2136,5895,389,474,1033,4,146,0,0,284,0,2990,0,36077
2020-11-26 07:30:00,2020-11-26 07:30:00,23677,0,2212,5900,394,460,1041,49,290,80,0,286,0,2984,0,37373
2020-11-26 08:00:00,2020-11-26 08:00:00,23941,0,2192,5896,418,642,988,53,375,950,0,0,0,2994,0,38449
2020-11-26 08:30:00,2020-11-26 08:30:00,23979,0,2216,5893,418,782,913,52,370,1046,0,0,0,3005,0,38674
2020-11-26 09:00:00,2020-11-26 09:00:00,23835,0,2189,5897,381,942,905,22,291,1502,0,0,0,3014,346,39324
2020-11-26 09:30:00,2020-11-26 09:30:00,23953,0,2180,5896,368,698,901,73,309,1498,0,0,0,3012,334,39222
2020-11-26 10:00:00,2020-11-26 10:00:00,24293,0,2137,5898,398,378,872,265,355,1182,0,0,0,3016,0,38794
2020-11-26 10:30:00,2020-11-26 10:30:00,24110,0,2136,5900,395,274,898,263,374,1178,0,0,0,3016,0,38544
2020-11-26 11:00:00,2020-11-26 11:00:00,24234,0,1914,5901,416,452,876,352,347,1354,0,0,0,3016,0,38862
2020-11-26 11:30:00,2020-11-26 11:30:00,24409,0,1839,5900,454,48,875,391,336,1130,0,0,0,3010,0,38392
2020-11-26 12:00:00,2020-11-26 12:00:00,24597,0,1840,5904,521,66,880,389,322,1172,0,0,0,3021,0,38712
2020-11-26 12:30:00,2020-11-26 12:30:00,24595,0,1824,5895,572,0,921,377,326,1394,0,0,0,3020,0,38924
2020-11-26 13:00:00,2020-11-26 13:00:00,24590,0,1639,5909,599,104,926,293,199,870,0,0,0,3028,50,38207
2020-11-26 13:30:00,2020-11-26 13:30:00,24582,0,1529,5911,616,0,931,294,179,858,0,0,0,3035,84,38019
2020-11-26 14:00:00,2020-11-26 14:00:00,24475,0,1523,5910,711,0,948,280,187,988,0,0,0,3031,120,38173
2020-11-26 14:30:00,2020-11-26 14:30:00,24526,0,1416,5897,779,288,956,255,231,990,0,0,0,3036,120,38494
2020-11-26 15:00:00,2020-11-26 15:00:00,23715,0,1336,5895,771,1274,988,244,307,1866,0,0,0,3033,624,40053
2020-11-26 15:30:00,2020-11-26 15:30:00,24025,0,1250,5894,791,1660,1013,325,336,1902,0,0,0,3033,636,40865
2020-11-26 16:00:00,2020-11-26 16:00:00,23784,0,1452,5891,828,1716,1106,342,388,2000,0,374,0,3034,748,41663
2020-11-26 16:30:00,2020-11-26 16:30:00,24470,0,1621,5902,879,2082,1109,388,430,2000,0,406,0,3032,750,43069
2020-11-26 17:00:00,2020-11-26 17:00:00,24296,0,1884,5920,998,1818,1117,331,433,2000,0,546,56,3029,904,43332
2020-11-26 17:30:00,2020-11-26 17:30:00,23938,0,2076,5925,1053,1988,1114,340,418,2000,0,546,10,3034,906,43348
2020-11-26 18:00:00,2020-11-26 18:00:00,23579,0,2146,5946,1143,1840,1119,419,374,2002,0,950,0,3029,560,43107
2020-11-26 18:30:00,2020-11-26 18:30:00,23313,0,2125,5953,1241,1802,1119,400,271,2000,0,960,0,3040,562,42786
2020-11-26 19:00:00,2020-11-26 19:00:00,23096,0,2077,5965,1252,1266,1115,240,276,1892,0,1058,0,3038,986,42261
2020-11-26 19:30:00,2020-11-26 19:30:00,22320,0,2151,5973,1297,688,1092,178,242,1892,0,1058,0,3026,994,40911
2020-11-26 20:00:00,2020-11-26 20:00:00,21943,0,2061,5976,1348,58,1084,7,141,1982,0,1010,0,3036,1018,39664
2020-11-26 20:30:00,2020-11-26 20:30:00,21070,0,1609,5972,1275,68,1079,0,132,1982,0,1010,0,3035,1018,38250
2020-11-26 21:00:00,2020-11-26 21:00:00,20187,0,1001,5973,1229,40,1042,1,129,1798,0,996,0,3032,892,36320
2020-11-26 21:30:00,2020-11-26 21:30:00,19236,0,643,5927,1143,0,965,1,133,1796,0,844,0,3038,880,34606
2020-11-26 22:00:00,2020-11-26 22:00:00,18998,0,611,5921,1080,10,722,4,130,1732,0,0,0,3036,398,32642
2020-11-26 22:30:00,2020-11-26 22:30:00,17921,0,611,5923,1178,0,712,0,129,1734,0,0,0,3033,388,31629
2020-11-26 23:00:00,2020-11-26 23:00:00,16548,0,606,5905,1217,0,657,4,130,1998,0,0,0,3031,336,30432
2020-11-26 23:30:00,2020-11-26 23:30:00,15644,0,595,5794,1154,0,653,5,132,2002,0,0,0,3013,340,29332
2020-11-27 00:00:00,2020-11-27 00:00:00,14785,0,562,5758,1184,0,646,1,130,2000,0,264,0,3003,694,29027
2020-11-27 00:30:00,2020-11-27 00:30:00,14930,0,551,5587,1085,0,631,1,133,2000,0,286,0,2994,702,28900
2020-11-27 01:00:00,2020-11-27 01:00:00,14391,0,355,5570,1098,0,626,3,130,2000,0,720,0,3016,976,28885
2020-11-27 01:30:00,2020-11-27 01:30:00,13863,0,300,5566,1065,0,627,4,130,2000,0,732,0,3022,978,28287
2020-11-27 02:00:00,2020-11-27 02:00:00,13574,0,300,5655,983,0,627,5,130,2000,0,690,0,3022,804,27790
2020-11-27 02:30:00,2020-11-27 02:30:00,13368,0,300,5826,936,0,617,5,131,1934,0,618,16,3021,806,27578
2020-11-27 03:00:00,2020-11-27 03:00:00,14229,0,300,6009,964,0,616,5,131,794,0,0,110,3021,998,27177
2020-11-27 03:30:00,2020-11-27 03:30:00,13881,0,313,6017,991,0,616,5,133,704,0,0,18,3026,956,26660
2020-11-27 04:00:00,2020-11-27 04:00:00,14920,0,438,6014,997,0,617,6,130,22,86,138,0,3023,42,26433
2020-11-27 04:30:00,2020-11-27 04:30:00,15035,0,560,6015,984,0,617,5,133,0,158,144,0,3024,0,26675
2020-11-27 05:00:00,2020-11-27 05:00:00,16091,0,752,6019,910,0,631,5,133,0,262,138,64,3031,0,28036
2020-11-27 05:30:00,2020-11-27 05:30:00,16463,0,1148,6023,879,0,639,4,134,0,296,134,212,3032,0,28964
2020-11-27 06:00:00,2020-11-27 06:00:00,17931,0,1611,6017,943,0,672,51,132,732,296,0,364,3027,0,31776
2020-11-27 06:30:00,2020-11-27 06:30:00,19764,0,2001,6012,968,0,698,106,144,774,222,0,368,3032,0,34089
2020-11-27 07:00:00,2020-11-27 07:00:00,20636,0,2429,5860,938,0,990,363,300,1364,78,0,216,3034,0,36208
2020-11-27 07:30:00,2020-11-27 07:30:00,22094,0,2602,5768,901,170,1024,396,348,1320,0,0,74,3025,0,37722
2020-11-27 08:00:00,2020-11-27 08:00:00,23029,0,2608,5766,830,426,1034,397,339,210,0,248,0,3031,134,38052
2020-11-27 08:30:00,2020-11-27 08:30:00,23263,0,2745,5768,782,484,985,397,336,228,0,250,0,3025,176,38439
2020-11-27 09:00:00,2020-11-27 09:00:00,23287,0,2785,5764,689,170,875,392,273,1486,0,0,0,3008,110,38839
2020-11-27 09:30:00,2020-11-27 09:30:00,23217,0,2831,5762,621,344,865,396,256,1574,0,0,0,2993,112,38971
2020-11-27 10:00:00,2020-11-27 10:00:00,23198,0,2812,5762,579,292,865,393,252,1742,0,148,0,2987,194,39224
2020-11-27 10:30:00,2020-11-27 10:30:00,23250,0,2802,5669,541,160,863,392,204,1746,0,148,0,2986,196,38957
2020-11-27 11:00:00,2020-11-27 11:00:00,23323,0,2782,5569,509,104,841,392,273,2000,0,0,0,2987,244,39024
2020-11-27 11:30:00,2020-11-27 11:30:00,23327,0,2771,5569,488,218,871,244,281,2004,0,0,0,2988,252,39013
2020-11-27 12:00:00,2020-11-27 12:00:00,23188,0,2800,5582,537,184,883,234,230,2002,0,0,0,2991,682,39313
2020-11-27 12:30:00,2020-11-27 12:30:00,23083,0,2785,5587,535,142,902,238,285,2002,0,0,0,2989,690,39238
2020-11-27 13:00:00,2020-11-27 13:00:00,22986,0,2664,5575,465,198,800,160,267,1982,0,626,0,3010,582,39315
2020-11-27 13:30:00,2020-11-27 13:30:00,23077,0,2548,5649,436,94,711,52,201,1982,0,720,0,3015,584,39069
2020-11-27 14:00:00,2020-11-27 14:00:00,23130,0,2530,5747,465,0,711,18,207,1980,0,252,0,3013,896,38949
2020-11-27 14:30:00,2020-11-27 14:30:00,22904,0,2467,5754,537,108,719,108,233,1984,0,230,0,3010,900,38954
2020-11-27 15:00:00,2020-11-27 15:00:00,22679,0,2213,5756,601,690,771,438,358,2006,0,0,0,3026,878,39416
2020-11-27 15:30:00,2020-11-27 15:30:00,22810,0,1956,5755,757,1562,1034,387,368,2006,0,0,0,3031,880,40546
2020-11-27 16:00:00,2020-11-27 16:00:00,23055,0,2075,5764,856,1572,1078,455,314,2006,0,388,0,3028,1018,41609
2020-11-27 16:30:00,2020-11-27 16:30:00,23256,0,2291,5758,910,1978,1078,483,320,2004,0,436,0,3031,1020,42565
