ds,timestamp,y_gt
2020-11-14 00:00:00,2020-11-14 00:00:00,24082
2020-11-14 00:30:00,2020-11-14 00:30:00,24270
2020-11-14 01:00:00,2020-11-14 01:00:00,23781
2020-11-14 01:30:00,2020-11-14 01:30:00,23067
2020-11-14 02:00:00,2020-11-14 02:00:00,22325
2020-11-14 02:30:00,2020-11-14 02:30:00,22199
2020-11-14 03:00:00,2020-11-14 03:00:00,21848
2020-11-14 03:30:00,2020-11-14 03:30:00,21196
2020-11-14 04:00:00,2020-11-14 04:00:00,21072
2020-11-14 04:30:00,2020-11-14 04:30:00,21089
2020-11-14 05:00:00,2020-11-14 05:00:00,21582
2020-11-14 05:30:00,2020-11-14 05:30:00,21758
2020-11-14 06:00:00,2020-11-14 06:00:00,22723
2020-11-14 06:30:00,2020-11-14 06:30:00,23577
2020-11-14 07:00:00,2020-11-14 07:00:00,25075
2020-11-14 07:30:00,2020-11-14 07:30:00,25966
2020-11-14 08:00:00,2020-11-14 08:00:00,26932
2020-11-14 08:30:00,2020-11-14 08:30:00,27892
2020-11-14 09:00:00,2020-11-14 09:00:00,29099
2020-11-14 09:30:00,2020-11-14 09:30:00,29937
2020-11-14 10:00:00,2020-11-14 10:00:00,30881
2020-11-14 10:30:00,2020-11-14 10:30:00,31166
2020-11-14 11:00:00,2020-11-14 11:00:00,31489
2020-11-14 11:30:00,2020-11-14 11:30:00,31806
2020-11-14 12:00:00,2020-11-14 12:00:00,32055
2020-11-14 12:30:00,2020-11-14 12:30:00,32135
2020-11-14 13:00:00,2020-11-14 13:00:00,31851
2020-11-14 13:30:00,2020-11-14 13:30:00,31450
2020-11-14 14:00:00,2020-11-14 14:00:00,31189
2020-11-14 14:30:00,2020-11-14 14:30:00,31073
2020-11-14 15:00:00,2020-11-14 15:00:00,31344
2020-11-14 15:30:00,2020-11-14 15:30:00,31603
2020-11-14 16:00:00,2020-11-14 16:00:00,32665
2020-11-14 16:30:00,2020-11-14 16:30:00,34167
2020-11-14 17:00:00,2020-11-14 17:00:00,35068
2020-11-14 17:30:00,2020-11-14 17:30:00,34994
2020-11-14 18:00:00,2020-11-14 18:00:00,34483
2020-11-14 18:30:00,2020-11-14 18:30:00,33409
2020-11-14 19:00:00,2020-11-14 19:00:00,32280
2020-11-14 19:30:00,2020-11-14 19:30:00,30774
2020-11-14 20:00:00,2020-11-14 20:00:00,29401
2020-11-14 20:30:00,2020-11-14 20:30:00,28289
2020-11-14 21:00:00,2020-11-14 21:00:00,27357
2020-11-14 21:30:00,2020-11-14 21:30:00,26265
2020-11-14 22:00:00,2020-11-14 22:00:00,25730
2020-11-14 22:30:00,2020-11-14 22:30:00,25068
2020-11-14 23:00:00,2020-11-14 23:00:00,24009
2020-11-14 23:30:00,2020-11-14 23:30:00,23624
