ds,timestamp,y_gt
2020-09-29 00:00:00,2020-09-29 00:00:00,24419
2020-09-29 00:30:00,2020-09-29 00:30:00,24145
2020-09-29 01:00:00,2020-09-29 01:00:00,24125
2020-09-29 01:30:00,2020-09-29 01:30:00,24187
2020-09-29 02:00:00,2020-09-29 02:00:00,24063
2020-09-29 02:30:00,2020-09-29 02:30:00,23882
2020-09-29 03:00:00,2020-09-29 03:00:00,23326
2020-09-29 03:30:00,2020-09-29 03:30:00,23263
2020-09-29 04:00:00,2020-09-29 04:00:00,23094
2020-09-29 04:30:00,2020-09-29 04:30:00,23277
2020-09-29 05:00:00,2020-09-29 05:00:00,22486
2020-09-29 05:30:00,2020-09-29 05:30:00,23446
2020-09-29 06:00:00,2020-09-29 06:00:00,26129
2020-09-29 06:30:00,2020-09-29 06:30:00,28630
2020-09-29 07:00:00,2020-09-29 07:00:00,31350
2020-09-29 07:30:00,2020-09-29 07:30:00,33374
2020-09-29 08:00:00,2020-09-29 08:00:00,34284
2020-09-29 08:30:00,2020-09-29 08:30:00,34078
2020-09-29 09:00:00,2020-09-29 09:00:00,34078
2020-09-29 09:30:00,2020-09-29 09:30:00,33651
2020-09-29 10:00:00,2020-09-29 10:00:00,33190
2020-09-29 10:30:00,2020-09-29 10:30:00,32905
2020-09-29 11:00:00,2020-09-29 11:00:00,32451
2020-09-29 11:30:00,2020-09-29 11:30:00,31678
2020-09-29 12:00:00,2020-09-29 12:00:00,31603
2020-09-29 12:30:00,2020-09-29 12:30:00,31465
2020-09-29 13:00:00,2020-09-29 13:00:00,31044
2020-09-29 13:30:00,2020-09-29 13:30:00,30507
2020-09-29 14:00:00,2020-09-29 14:00:00,30246
2020-09-29 14:30:00,2020-09-29 14:30:00,30230
2020-09-29 15:00:00,2020-09-29 15:00:00,30337
2020-09-29 15:30:00,2020-09-29 15:30:00,31005
2020-09-29 16:00:00,2020-09-29 16:00:00,32080
2020-09-29 16:30:00,2020-09-29 16:30:00,33290
2020-09-29 17:00:00,2020-09-29 17:00:00,34693
2020-09-29 17:30:00,2020-09-29 17:30:00,35316
2020-09-29 18:00:00,2020-09-29 18:00:00,35991
2020-09-29 18:30:00,2020-09-29 18:30:00,36503
2020-09-29 19:00:00,2020-09-29 19:00:00,37056
2020-09-29 19:30:00,2020-09-29 19:30:00,36133
2020-09-29 20:00:00,2020-09-29 20:00:00,34939
2020-09-29 20:30:00,2020-09-29 20:30:00,33726
2020-09-29 21:00:00,2020-09-29 21:00:00,31982
2020-09-29 21:30:00,2020-09-29 21:30:00,30237
2020-09-29 22:00:00,2020-09-29 22:00:00,28914
2020-09-29 22:30:00,2020-09-29 22:30:00,26937
2020-09-29 23:00:00,2020-09-29 23:00:00,24547
2020-09-29 23:30:00,2020-09-29 23:30:00,23542
